Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,Subject,Catalog Nbr,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,NF,CR,NC,P,I,W,instructor_id,instructor_name_normalized
"Gogate, Vibhav G","Shanbhag, Mahesh R",,,,,CS,6375,502,,8,6,5,5,2,,,,,,,4,,,,,,1,axn112530,anurag nagar
"Alagar, Sridhar",,,,,,CS,1336,502,6,7,8,8,11,6,6,4,2,1,2,4,6,,,,,,2,jcb011200,jonathan brandenburg
"Shamsuddin, Rittika",,,,,,CS,2305,004,10,3,4,3,5,2,2,2,,,,,4,,,,,,4,rxs135730,
"Oladimeji, Ebenezer A","Hosseini, Seyyed Mohammadsaleh",,,,,CS,4337,502,3,5,,1,1,2,,2,1,1,1,,2,,,,,,0,cid021000,chris davis
"Wood, Harold G",,,,,,ATCM,1100,001,,2,,,5,,1,,,1,1,,,,,,,,0,pxl152030,paul lester
"Balsamo, Anne","Bell, Elizabeth A",,,,,ATCM,2300,001,,89,52,27,20,12,6,8,4,2,,1,9,,,,,,4,axb161831,anne balsamo
"Desmedt, Yvo G",,,,,,CS,4301,004,,5,7,8,3,3,,,1,,,,1,,,,,1,1,ygd120030,yvo desmedt
"Wilson, Michelle","Cao, Lian","Zhou, Qin","Yetkin, Celal E","Song, Ming","Salamat, Narges",BIOL,2112,011,4,13,9,2,3,4,,,3,1,,,1,,,,,,0,mxw084000,michelle wilson
"McMahan, Timothy",,,,,,CS,1337,012,20,8,10,2,3,5,3,2,2,,,,2,,,,,,2,txm173230,timothy mcmahan
"Belkoura, Mohamed Amine","Skorupa Parolin, Erick",,,,,CS,3345,503,4,12,2,2,6,2,,2,,,2,,2,,,,,,0,mxb135330,mohamed amine belkoura
"Nouroz Borazjany, Mehra","Crain, Jon A","Chen, Lingchao",,,,CS,3354,005,6,2,2,2,6,2,,,1,,1,1,,,,,,,2,mxn143230,mehra borazjany
"McMahan, Timothy","Gu, Shuyang",,,,,CS,4337,003,13,5,18,10,4,5,2,2,2,2,,1,2,,,,,,1,gxk180009,gity karami
"Christopher, Daedra","Drury, Hannah E",,,,,ATCM,2301,001,,7,11,5,1,3,,3,,,,,,,,,,,0,dxe093020,daedra christopher
"Christopher, Daedra","Drury, Hannah E",,,,,ATCM,2301,002,2,7,12,3,2,2,,,,,,,2,,,,,,0,dxe093020,daedra christopher
"Naz, Asma",,,,,,ATCM,2301,003,1,11,6,3,1,,1,3,,,2,,2,,,,,,0,dxe093020,daedra christopher
"Naz, Asma",,,,,,ATCM,2301,004,,10,8,,1,,2,2,1,,1,,3,,,,,,0,axn094120,asma naz
"Lester, Paul",,,,,,ATCM,2301,005,,5,,,14,,,8,,,2,,,,,,,,0,axn094120,asma naz
"Naz, Asma",,,,,,ATCM,2301,006,1,7,2,3,4,6,3,1,,1,,,,,,,,,2,pxl152030,paul lester
"Murphy, Morgan K",,,,,,ATCM,2301,501,7,9,2,,,1,2,,1,,,,4,,,,,,3,pxl152030,paul lester
"Li, Mary A",,,,,,ATCM,2301,502,5,8,1,2,2,3,,3,,,,,1,,,,,1,2,axn094120,asma naz
"Kaplan, Larry S",,,,,,FIN,3370,002,,3,1,3,3,2,9,4,2,,1,1,1,,,,,,0,lsk140130,larry kaplan
"Johnson, Neil",,,,,,MAS,6102,004,,,,,,,,,,,,,1,,,,62,,0,jumali,
"Willson, James K","Zhu, Yuankun",,,,,CS,4384,502,4,8,4,6,5,2,1,1,4,1,,1,3,,,,,,0,zxs110030,zach stallbohm
"Aldridge, Donna A","Nazir, Cassini","Porritt, Joseph","Brtis, Chelsea L",,,ATCM,2302,001,3,3,2,4,3,3,1,4,,,1,1,,,,,,,0,daa170730,donna aldridge
"Aldridge, Donna A","Brtis, Chelsea L","Porritt, Joseph","Nazir, Cassini",,,ATCM,2302,002,14,5,4,2,1,,,,,,,,1,,,,,,0,daa170730,donna aldridge
"Wood, Harold G","Porritt, Joseph","Brtis, Chelsea L",,,,ATCM,2302,003,13,10,1,4,1,,,,,,,,1,,,,,,0,sxh090220,sharon hewitt
"Aldridge, Donna A","Nazir, Cassini","Brtis, Chelsea L","Porritt, Joseph",,,ATCM,2302,004,12,6,8,,1,2,,,1,,,,1,,,,,,1,daa170730,donna aldridge
"Aldridge, Donna A","Nazir, Cassini","Brtis, Chelsea L","Porritt, Joseph",,,ATCM,2302,005,7,7,3,3,,2,2,2,1,1,1,,1,,,,,,0,daa170730,donna aldridge
"Wood, Harold G","Brtis, Chelsea L","Porritt, Joseph",,,,ATCM,2302,006,11,15,4,1,,,,,,,,,,,,,,,1,sxh090220,sharon hewitt
"Minnish, Roxanne W","Porritt, Joseph","Brtis, Chelsea L",,,,ATCM,2302,007,10,8,3,1,3,2,1,,,,1,,,,,,,1,0,rwm061000,roxanne minnish
"Oropallo, Kara I","Carr, Adam M",,,,,ATCM,2303,001,2,13,23,5,4,1,,,,,,,,,,,,,0,mxs176131,monika salter
"Oropallo, Kara I","Park, Gue Won",,,,,ATCM,2303,002,5,11,17,8,4,1,1,,,,,,,,,,,,1,kio160030,kara oropallo
"Oropallo, Kara I","Park, Gue Won",,,,,ATCM,2303,003,4,23,9,2,6,3,,,,,,,,,,,,,1,kio160030,kara oropallo
"Salter, Monika","Benke, Nicholas P",,,,,ATCM,2305,001,10,8,8,7,2,2,2,2,2,2,1,1,3,,,,,,1,pxh151330,phillip hall
"Johnson, Maureen",,,,,,ATCM,2320,001,,9,3,4,3,3,,,,,,,,,,,,,0,lxi170030,laura imaoka
"Banner, Olivia P",,,,,,ATCM,2322,001,1,5,8,1,5,1,1,3,2,,,,,,,,,,1,wxs172630,wendy sung
"Fitzgerald, Harold E",,,,,,ATCM,2345,001,7,8,5,2,1,,1,1,,,,,3,,,,,,1,hxf170830,hal fitzgerald
"Fitzgerald, Harold E",,,,,,ATCM,2345,002,4,7,5,2,4,4,,4,,,,,,,,,,,0,hxf170830,hal fitzgerald
"Andreen, Michael T","Harper, Richard C","Bernfeld, Luke S",,,,ATCM,2365,001,,27,1,,10,1,,5,,,1,,3,,,,,,0,mta072000,michael andreen
"Joyce, Lindsey",,,,,,ATCM,3301,001,14,5,4,,,2,,,,,,,,,,,,,0,lxj132030,
"Joyce, Lindsey",,,,,,ATCM,3301,002,14,3,4,,1,,,2,,,,,,,,,,,1,lxj132030,
"Joyce, Lindsey",,,,,,ATCM,3301,003,12,2,5,1,1,1,,,1,1,,,,,,,,,1,lxj132030,
"Johnson, Maureen",,,,,,ATCM,3301,005,,9,4,3,1,2,,3,,,,,3,,,,,,0,mxj174130,
"Hall, Phillip",,,,,,ATCM,3305,001,,9,8,,8,,,1,2,,1,,,,,,,,0,cjc043000,christopher camacho
"Hall, Phillip",,,,,,ATCM,3305,002,1,7,6,,14,,,,,,1,,1,,,,,,0,pxh151330,phillip hall
"McCord, Peter A",,,,,,ATCM,3306,001,,1,5,2,6,3,3,4,,,1,2,1,,,,,,1,esp041000,elizabeth boyd
"Camacho, Christopher J",,,,,,ATCM,3306,002,1,4,4,3,1,2,1,2,5,1,2,,3,,,,,,1,pam062000,peter mccord
"Salter, Monika",,,,,,ATCM,3306,003,3,,4,1,4,3,1,,,1,,1,7,,,,,,3,mxs176131,monika salter
"McCord, Peter A",,,,,,ATCM,3307,001,,,2,7,8,3,1,,2,,,1,3,,,,,,3,pam062000,peter mccord
"McCord, Peter A",,,,,,ATCM,3307,002,,1,6,4,5,5,3,1,1,,1,,,,,,,,3,pam062000,peter mccord
"Camacho, Christopher J",,,,,,ATCM,3308,001,3,3,3,5,2,,1,,,1,,1,8,,,,,,1,cjc043000,christopher camacho
"Camacho, Christopher J",,,,,,ATCM,3308,002,2,,7,2,1,3,,1,,1,1,,7,,,,,1,2,cjc043000,christopher camacho
"McComber, Sean",,,,,,ATCM,3309,001,,5,3,5,1,2,1,,,,,,,,,,,,0,taf051000,todd fechter
"Johnson, Casey A",,,,,,ATCM,3311,001,,,2,,1,2,,6,2,1,,3,2,,,,,,1,caj150430,casey johnson
"Imaoka, Laura",,,,,,ATCM,3320,001,,1,2,5,3,2,,,,,,,,,,,,,2,jal171330,juan rodriguez
"Nielsen, Christina R",,,,,,ATCM,3330,001,1,2,5,5,2,2,,,1,,,,,,,,,,0,crn022000,christina nielsen
"Nielsen, Christina R",,,,,,ATCM,3330,002,,12,3,2,1,,,,,,,,,,,,,,0,crn022000,christina nielsen
"Starzer, Kenneth W",,,,,,ATCM,3335,501,3,1,3,2,2,2,1,1,,1,,,2,,,,,,1,kws042000,ken starzer
"Wood, Harold G",,,,,,ATCM,3337,001,1,4,2,5,7,,1,1,,,,,,,,,,,0,hgw021000,harold wood
"Camacho, Christopher J",,,,,,ATCM,3338,001,2,4,3,6,5,3,2,,1,,1,1,1,,,,,,1,cjc043000,christopher camacho
"Chandler, Adam W",,,,,,ATCM,3338,002,1,2,6,1,4,7,2,,,1,,1,3,,,,,,1,awc051000,adam chandler
"Marks, David E",,,,,,ATCM,3346,001,2,6,8,2,,,,,,,,,,,,,,,1,dem160430,david marks
"Hewitt, Sharon",,,,,,ATCM,3350,001,,6,4,2,2,3,1,,,1,,,,,,,,,0,pdd091000,patrick dowling
"Hewitt, Sharon",,,,,,ATCM,3350,002,1,2,3,6,1,2,1,1,,,,,,,,,,,0,sxh090220,sharon hewitt
"Hewitt, Sharon",,,,,,ATCM,3350,501,2,3,6,1,2,2,1,,,,,,1,,,,,,0,mhs083000,
"Scott, Andrew F","Marder, Amanda K",,,,,ATCM,3356,001,5,1,8,,,,,,,,,,1,,,,,,2,afs140330,andrew scott
"Miller, Joshua L",,,,,,ATCM,3365,001,,11,5,4,6,2,,,,,,,1,,,,,,0,jlm104020,joshua miller
"Miller, Joshua L",,,,,,ATCM,3365,002,,18,8,4,,,,,,,,,,,,,,,0,jlm104020,joshua miller
"Christopher, Daedra",,,,,,ATCM,3365,003,,1,9,9,4,4,,1,2,,,,,,,,,,0,dxe093020,daedra christopher
"Stewart, Michael C",,,,,,ATCM,3365,501,,11,,5,12,,,1,,,,,,,,,,,1,jkt094020,
"Joyce, Lindsey",,,,,,ATCM,3366,001,6,8,5,2,,1,1,1,3,,,,1,,,,,,1,hxw173930,hong wu
"Wu, Hong An",,,,,,ATCM,3366,002,2,18,4,2,,2,1,,,,,,1,,,,,,0,hxw173930,hong wu
"Chandler, Adam W",,,,,,ATCM,3367,001,1,1,6,4,4,2,2,2,1,,,2,4,,,,,,1,awc051000,adam chandler
"Billingslea, Steven L",,,,,,ATCM,3367,501,3,10,5,,,,,,,,,,2,,,,,,2,slb073000,steven billingslea
"Hoyt, Kenneth L","Jahanandish, Mohammadhassan",,,,,BMEN,4V95,003,5,4,3,1,,1,1,2,,1,,,,,,,,,0,klh150530,kenneth hoyt
"Chandler, Adam W",,,,,,ATCM,3368,001,1,5,4,2,1,2,1,1,2,1,,1,6,,,,,,2,awc051000,adam chandler
"Koknar, Cenk",,,,,,ATCM,3368,501,2,,2,1,2,1,,3,1,,,1,3,,,,,,1,cxk151530,
"Evans, Monica J",,,,,,ATCM,3369,001,,13,1,1,1,1,,,,,,,,,,,,,1,mevans,monica evans
"Andreen, Michael T",,,,,,ATCM,3369,002,,15,,,3,,,1,,,,,,,,,,,0,mta072000,michael andreen
"Lewis, Timothy M",,,,,,ATCM,3370,001,1,1,2,2,1,2,1,1,,1,,,1,,,,,,1,tml062000,timothy lewis
"Fitzgerald, Harold E",,,,,,ATCM,3372,001,11,6,2,1,1,1,,,,,,,5,,,,,,2,hxf170830,hal fitzgerald
"Lee, Angela M",,,,,,ATCM,3382,001,4,11,5,6,3,1,,,,,,,,,,,,,0,aml140530,angela lee
"Lindsey, Nathan",,,,,,ATCM,3388,001,,3,11,12,9,4,3,2,1,,1,,,,,,,,0,nxl170530,nathan lindsey
"Llamas Rodriguez, Juan A",,,,,,ATCM,3395,001,,5,3,5,3,6,6,1,,,,,,,,,,1,0,jal171330,juan rodriguez
"Sung, Wendy",,,,,,ATCM,3395,002,,2,2,4,5,1,,1,1,,,,,,,,,,0,jal171330,juan rodriguez
"Lin, Colleen B",,,,,,ATCM,3395,501,9,3,4,2,,1,,,,,,1,,,,,,2,0,cbl061000,
"Lin, Colleen B",,,,,,ATCM,3395,502,6,4,7,1,2,,2,,,,,,,,,,,2,1,kws042000,ken starzer
"Chiu, Yu-Kwong",,,,,,ATCM,3395,503,2,5,1,1,3,6,2,4,,,3,,2,,,,,,0,yxc161331,yu kwong chiu
"Pancrazio, Joseph J",,,,,,BMEN,6371,001,,11,1,2,2,,,,,,,,,,,,,,1,jjp150430,
"Belkoura, Mohamed Amine","Skorupa Parolin, Erick",,,,,CE,3345,503,2,2,3,,1,1,,1,,,,,2,,,,,,0,mxb135330,mohamed amine belkoura
"Kitagawa, Midori",,,,,,ATCM,4310,001,3,8,3,5,,2,,,,,,,,,,,,,0,mxk047100,
"Leverone, Julia",,,,,,CRWT,3351,001,1,6,2,,3,1,,,,,,,,,,,,,0,jxl162631,julia leverone
"Kapoor, Bhanu","Nguyen, Y H",,,,,CS,3377,0W3,7,22,12,3,5,3,,,,,,,2,,,,,,1,bxk101000,bhanu kapoor
"Hall, Phillip",,,,,,ATCM,4305,001,,3,4,,6,,,2,,,,,,,,,,,1,pxh151330,phillip hall
"Fumagalli, Andrea",,,,,,EESC,6340,001,,7,,4,4,,,,,,,,,,,,,,0,andreaf,andrea fumagalli
"McCord, Peter A",,,,,,ATCM,4307,001,,,8,4,2,2,,1,,,,,,,,,,,0,pam062000,peter mccord
"McComber, Sean",,,,,,ATCM,4315,001,,1,1,,2,1,2,3,1,,,,1,,,,,,0,sxm129130,sean mccomber
"Sung, Wendy",,,,,,ATCM,4323,001,,3,2,,2,2,1,1,3,1,,,,,,,,,0,wxs172630,wendy sung
"Imaoka, Laura",,,,,,ATCM,4326,001,,1,8,7,7,3,,,,,,,1,,,,,,0,lxi170030,laura imaoka
"Nielsen, Christina R",,,,,,ATCM,4330,001,3,11,7,2,3,2,,,,,,1,,,,,,,0,cxb153930,xtine burrough
"Burrough, Xtine","Brumett, Joshua O",,,,,ATCM,4330,002,,4,3,3,7,5,,2,3,,1,,,,,,,,1,cxb153930,xtine burrough
"Llamas Rodriguez, Juan A",,,,,,ATCM,4334,001,2,2,4,3,2,3,3,,8,,,,,,,,,2,0,jal171330,juan rodriguez
"Nazir, Cassini",,,,,,ATCM,4337,001,,6,6,3,,1,,,,,,,1,,,,,,0,cassini,cassini nazir
"Nazir, Cassini",,,,,,ATCM,6366,001,,14,2,1,,,,,,,,,1,,,,,,0,cassini,cassini nazir
"Farrar, Eric T",,,,,,ATCM,4338,001,8,8,4,1,1,3,3,,,,,,1,,,,,,1,etf091000,eric farrar
"Fee, Robert",,,,,,ATCM,4340,001,,4,,1,4,1,,,,,,,,,,,,,0,rxf160930,robert fee
"Marks, David E",,,,,,ATCM,4346,001,4,4,6,1,,,,,,,,,,,,,,,0,dem160430,david marks
"Hewitt, Sharon",,,,,,ATCM,4350,001,2,3,7,3,3,1,,3,,,,1,,,,,,,0,sxh090220,sharon hewitt
"Stewart, Michael C",,,,,,ATCM,4365,001,,4,,,1,,,3,,,,,5,,,,,,3,mxs128231,michael stewart
"Lewis, Timothy M",,,,,,ATCM,4365,002,,3,1,1,3,1,2,2,2,,,,2,,,,,,3,jcn042000,
"Chandler, Adam W",,,,,,ATCM,4367,001,1,2,4,,2,2,2,1,2,,,,1,,,,,,1,awc051000,adam chandler
"Hall, Phillip",,,,,,ATCM,4373,001,,2,6,1,1,,,2,,,,1,5,,,,,1,0,pxh151330,phillip hall
"Christopher, Timothy V",,,,,,ATCM,4376,001,,12,5,,,,,,,,,,,,,,,,0,mta072000,michael andreen
"Lewis, Timothy M",,,,,,ATCM,4379,001,,2,6,5,2,3,2,,,,,,,,,,,,0,tml062000,timothy lewis
"Lester, Paul",,,,,,ATCM,4384,001,,9,,,18,,,,,,1,,,,,,,,1,pxl152030,paul lester
"Lee, Angela M",,,,,,ATCM,4386,001,3,11,9,2,4,,1,,,,,,,,,,,,0,aml140530,angela lee
"Lockhart, Michele",,,,,,ATCM,4388,001,1,3,2,5,3,2,,2,,,1,,1,,,,,,0,mxl135930,michele lockhart
"Oropallo, Kara I","Carr, Adam M",,,,,ATCM,4395,001,2,20,16,5,4,,,,1,,,,,,,,,,0,mxs176131,monika salter
"Warren, Shilyh J",,,,,,HUAS,6373,001,,1,6,,,,,,,,,,,,,,,,0,sjw120030,shilyh warren
"Brooks, Lori L",,,,,,ED,4353,501,14,3,,,,,,,,,,,,,,,,,0,ncv013000,nancy van ness
"Henley, Kasey G","Park, Gue Won",,,,,ATCM,4395,501,12,12,7,7,6,2,1,,,1,,,,,,,,,0,jxf172630,kasey henley
"Swingle, Marta L","Carr, Adam M",,,,,ATCM,4395,502,6,2,17,6,8,5,,,2,,1,,1,,,,,,0,kxh173030,
"Nielsen, Christina R",,,,,,ATCM,4397,001,1,6,2,,2,4,2,,,,1,,,,,,,,0,crn022000,christina nielsen
"Johnson, Casey A",,,,,,ATCM,4397,002,,9,,,2,,2,,1,,,,,,,,,,0,mxs176131,monika salter
"Christopher, Daedra",,,,,,ATCM,4397,003,5,4,6,4,4,5,,,,,,,,,,,,,0,esp041000,elizabeth boyd
"Andreen, Michael T",,,,,,ATCM,4397,004,,22,,,4,,,,,,,,,,,,,,0,tml062000,timothy lewis
"Nadin, Mihai",,,,,,ATCM,6301,001,,9,2,1,,,,,,,,,,,,,,,0,mxn044000,mihai nadin
"Fechter, Todd A",,,,,,ATCM,6313,001,,8,,,,,,,,,,,,,,,,,0,taf051000,todd fechter
"Malina, Roger F",,,,,,ATCM,6327,501,,3,2,1,1,,,,,,,,,,,,,1,0,rxm116130,
"Christopher, Timothy V",,,,,,ATCM,6335,001,,2,2,2,1,,,1,,,,,1,,,,,,0,khimbar,timothy christopher
"Nguyen, Josef D",,,,,,ATCM,6342,501,,8,,1,1,,,,,,,,,,,,,,0,jdn160330,josef nguyen
"Evans, Monica J",,,,,,ATCM,6356,001,,15,,,,,,,,,,,,,,,,,0,mevans,monica evans
"Scott, Andrew F",,,,,,ATCM,6395,001,,6,1,,,,,,,,,,,,,,,,0,mxn044000,mihai nadin
"Nagar, Anurag","Xiong, Hao",,,,,CS,6307,501,,24,3,,,,,,,,,,,,,,,,0,axn112530,anurag nagar
"Fishwick, Paul",,,,,,CS,6328,001,,18,,,,,,,,,,,,,,,,,0,pxf130430,paul fishwick
"Sabir, Muhammad F","Sahu, Takesh",,,,,BUAN,6341,501,,2,3,3,1,1,1,,,,,,,,,,,,0,mfs170430,muhammad sabir
"Zalila-Wenkstern, Rym","Torabi, Behnam",,,,,CS,6359,001,,10,5,4,6,4,,7,,,,,2,,,,,,1,mxn143230,mehra borazjany
"Du, Ding Z","Tong, Guangmo",,,,,CS,6363,002,,14,8,7,4,,,,,,,,,,,,,,0,sxb027100,sergey bereg
"Bereg, Sergey","Chappidi, Sruthi",,,,,CS,6363,003,,11,14,15,,,,,,,,,,,,,,,0,sxb027100,sergey bereg
"Daescu, Ovidiu","Wang, Hui",,,,,CS,6363,005,,7,5,3,9,,3,1,,,,,,,,,,,0,sxb027100,sergey bereg
"Tadesse, Yonas T",,,,,,MECH,6334,001,,3,5,5,,2,1,,,,,,,,,,,,0,ytt110030,yonas tadesse
"Summers, Tyler H",,,,,,MECH,6326,001,,6,5,2,3,3,1,1,,,,,4,,,,,,0,ths150130,tyler summers
"Dai, Xianming",,,,,,MECH,5373,001,,8,11,4,1,,,,,,,,,,,,,,0,xxd161630,xianming dai
"Ryu, III",,,,,,MECH,6356,001,,3,4,2,3,2,,,,,,,,,,,,,0,ixr161130,
"Vogel, Don G",,,,,,CS,1136,105,9,4,1,3,9,1,4,3,2,,5,,14,,,,,,2,dgv130030,don vogel
"Narayan, Ravishankar L","Thorat, Snehal H",,,,,MIS,6320,501,,3,2,,,,1,,,,,,,,,,,,0,huseyin,huseyin cavusoglu
"Narayan, Ravishankar L","Thorat, Snehal H",,,,,BUAN,6320,501,,15,7,4,,,,1,,,,,,,,,,,0,huseyin,huseyin cavusoglu
"Raghavachari, Balaji","Wang, Hui",,,,,CS,6363,004,,13,6,29,7,6,,,,,,,1,,,,,,0,bar150630,benjamin raichel
"Dennis, Patrick W",,,,,,HIST,3327,501,,4,10,3,8,4,1,1,1,,,,1,,,,,,0,pdennis,patrick dennis
"Sapozhnikov, Ilya",,,,,,BIOL,3V00,501,24,15,,4,2,1,,,,,,,,,,,,,0,afg150230,
"Maitra, Meenakshi",,,,,,BIOL,4V01,001,3,2,1,1,1,2,1,1,,,,,,,,,,,0,mxm172731,meenakshi maitra
"Kim, Alisha A",,,,,,IPEC,4375,001,,9,3,1,1,,,1,1,,,,,,,,,,1,axk124331,alisha kim
"Larue, Patrick","Okyere, Dennis K",,,,,PSCI,4316,001,2,7,12,3,3,4,,3,2,,4,,6,,,,,1,1,pxl111020,patrick larue
"Nguyen, Nhut",,,,,,CS,3340,005,2,6,6,7,5,5,2,,,,,,1,,,,,,0,kjm160430,karen mazidi
"Minnish, Roxanne W",,,,,,ATCM,3340,001,4,11,6,3,2,,,,1,,,,1,,,,,,1,rwm061000,roxanne minnish
"Minnish, Roxanne W",,,,,,ATCM,3340,002,6,12,6,2,2,1,,1,,,,,,,,,,,0,rwm061000,roxanne minnish
"Minnish, Roxanne W",,,,,,ATCM,3340,003,4,14,2,1,3,,1,,,,,1,2,,,,,,1,rwm061000,roxanne minnish
"Salter, Monika",,,,,,ATCM,4316,001,,29,,,,,,,,,,,,,,,,,0,mxs176131,monika salter
"Banner, Olivia P",,,,,,ATCM,6385,001,,5,3,1,,1,,,,,,,,,,,,2,0,opb140030,olivia banner
"Drogos, Kristin L",,,,,,ATCM,6391,001,,5,,,,,,,,,,,,,,,,1,0,kld140230,kristen drogos
"Terry, Dean",,,,,,ATCM,3395,004,3,9,,,,,,,,,,,,,,,,,0,wxs172630,wendy sung
"Kildebeck, Eric J",,,,,,HONS,3199,H13,6,18,,,1,,,,,,,,,,,,,,0,vxm077000,van miller
"Ziegler, Laurie","Li, Jianan","Gupta, Ashna",,,,OB,6332,501,,35,,2,,,,,,,,,,,,,,,0,ziegler,laurie ziegler
"Woldu, Habte G","Dakshinamoorthy, Sowmika","Chittoor, Dedeepya",,,,IMS,6365,0W1,,8,13,4,6,1,,,,,,,,,,,,,1,wolduh,habte woldu
"Thompson, Laurie A",,,,,,CS,1325,004,,1,1,,3,1,1,2,1,1,,2,1,,,,,,0,lthomp,laurie thompson
"Mittal, Neeraj","Gokhale, Shreyas S",,,,,CS,6380,001,,9,6,7,6,,,1,,,,,,,,,,,0,venky,subbarayan venkatesan
"Norman, Susan M",,,,,,CRWT,3307,001,,12,4,,,,,,,,,,,,,,,,0,bet,
"Nichols, Allene R",,,,,,ECS,3390,502,2,5,2,4,2,2,1,,1,,,,,,,,,,0,wac010100,wade crowder
"Nichols, Allene R",,,,,,ECS,3390,504,2,9,3,2,1,1,,,,,,,1,,,,,,0,wac010100,wade crowder
"Kamau, Casper","Islam, Iftekhairul",,,,,PSCI,3327,001,2,13,8,1,5,4,1,,,,,,2,,,,,,2,cxk103120,casper kamau
"Palao Mendizabal, Agustin",,,,,,PPPE,6392,001,,6,2,,,,,,,,,,,,,,,,0,axp121731,agustin mendizabal
"Zalila-Wenkstern, Rym","Torabi, Behnam",,,,,CS,6359,002,,6,6,5,7,2,3,2,,,,,,,,,,,0,mxn143230,mehra borazjany
"Fox, Kyle J",,,,,,CS,6301,008,,11,3,6,3,,,,,,,,,,,,,,0,sxh178730,shuang hao
"Becker, Eric W","Gour, Riti",,,,,CS,4341,004,7,9,6,6,10,5,,6,,,,,1,,,,,,0,ewb160130,eric becker
"Balakrishna, Mithun","Xiong, Hao",,,,,CS,6320,501,,9,10,15,7,6,,,,,,,,,,,,,0,mxb026000,mithun balakrishnan
"Saad, Ricardo E","Abdelgelil, Mahmoud E","Metwaly Saad, Hussein M","Xu, Xiangyu",,,ENGR,3300,011,7,2,5,5,3,3,7,4,6,,2,2,6,,,,,,3,rsaad,ricardo saad
"Patterson, David",,,,,,HUHI,6313,001,,4,1,2,,,,,,,,,,,,,,1,1,nhr061000,nils roemer
"Ozsvath, Zsuzsanna",,,,,,HUSL,6378,501,,5,,2,,,,,,,,,,,,,,,0,zozsvath,zsuzsanna ozsvath
"Heelis, Roderick A",,,,,,PHYS,6383,001,,4,,2,1,,,,,,,,,,,,,,0,heelis,roderick heelis
"Ishak-Boushaki, Mustapha",,,,,,PHYS,5392,001,,4,2,3,1,1,1,1,,,,,,,,,,,0,mxi054000,mustapha ishak boushaki
"Ali, Ashiq","Kale, Devendra",,,,,ACCT,6301,0W1,,12,6,3,5,4,2,2,,,,,,,,,,,3,axa042200,ashiq ali
"Vogel, Don G",,,,,,CS,1336,005,1,3,4,5,11,3,5,7,6,,6,,8,,,,,,1,jws130830,jason smith
"Vogel, Don G",,,,,,CS,1337,013,5,8,8,7,6,2,2,3,1,,1,,3,,,,,,2,dgv130030,don vogel
"Vogel, Don G",,,,,,CE,1337,013,,4,1,2,1,1,,,1,,1,,,,,,,,0,dgv130030,don vogel
"Blueshtein, Moran","Smith, Jake A",,,,,MECO,6312,0W1,,,2,3,1,,,,,,,,,,,,,,1,mxb135230,moran blueshtein
"Blueshtein, Moran","Smith, Jake A",,,,,BUAN,6312,0W1,,3,4,5,9,6,1,,,,,,4,,,,,,3,mxb135230,moran blueshtein
"Paulk, Mark C",,,,,,SE,6362,MS1,,8,,1,3,1,,,,,,,,,,,,,0,mcp130030,mark paulk
"Yuruk, Nurcan",,,,,,CS,6360,MS1,,8,2,3,,,,,,,,,,,,,,,0,nxy140530,nurcan yuruk
"Semper, William J",,,,,,CS,6375,MS1,,5,,2,3,,,,,,,,,,,,,,0,wjs130130,william semper
"Khan, Latifur R",,,,,,CS,6350,MS1,,9,1,,,,,,,,,,,,,,,,0,lkhan,latifur khan
"Zalila-Wenkstern, Rym",,,,,,SE,6387,MS1,,10,,,,,,,,,,,,,,,,,0,rmili,rym zalila wenkstern
"Miric, Hana",,,,,,NSC,4V90,002,6,6,5,2,2,1,,,,,,,,,,,,,1,amoller,aage moller
"Moeini, Hessam",,,,,,CS,2305,005,2,9,11,11,10,9,2,3,2,,4,,2,,,,,,1,zxd140630,hessam moeini
"Moeini, Hessam",,,,,,CE,2305,005,1,2,,2,2,,,1,1,,,,,,,,,,0,zxd140630,hessam moeini
"Owens, Misty",,,,,,DANC,3342,0H1,14,5,,,,,,,,,,,,,,,,,1,mxo122530,misty owens
"Walsh, Dennis P",,,,,,LIT,1301,003,,3,,,7,,,,,,,,,,,,,,0,dpw031000,dennis walsh
"Ramakrishna, Viswanath",,,,,,HONS,3199,H17,5,6,1,,,,,,,,,,,,,,,,0,tmtowner,theresa towner
"Lookadoo, Kathryn","Chockalingam, Muthu Veerappan",,,,,IMS,3100,001,,4,1,2,2,2,,,,,,,,,,,,,0,kxl164330,kathryn lookadoo
"de los Santos, Veronica",,,,,,HMGT,3100,001,13,3,1,,,1,,,,,,,,,,,,,0,vxd171930,veronica de los santos
"Wu, Wei L","Ghosh, Smita","Yuan, Jing",,,,CS,6360,005,,18,11,8,3,1,,,,,,,,,,,,,0,wxw020100,weili wu
"Imaoka, Laura",,,,,,ATCM,4397,005,,1,2,6,,3,1,,,,,,,,,,,,0,tml062000,timothy lewis
"Lester, Paul",,,,,,ATCM,4397,006,,2,,,10,,,,,,,,,,,,,,1,khimbar,timothy christopher
"Wu, Wei L","Ghosh, Smita","Yuan, Jing",,,,CS,4347,005,5,13,14,9,5,4,3,7,1,,,,,,,,,,0,wxw020100,weili wu
