Subject,Catalog Nbr,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,P,CR,NC,I,W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,instructor_id,instructor_name_normalized
ATCM,3306,2,,4,1,4,5,3,4,,2,1,1,,4,,,,,1,"Johnson, Casey A",,,,,,caj150430,casey johnson
ATCM,3306,3,1,5,4,1,4,1,2,1,3,1,,,6,,,,,1,"Salter, Monika M",,,,,,mxs176131,monika salter
ATCM,3307,1,1,2,8,4,5,4,2,,,,,,2,,,,,2,"McCord, Peter A",,,,,,pam062000,peter mccord
ATCM,3307,2,,4,7,9,3,3,1,,,1,,,,,,,,2,"McCord, Peter A",,,,,,pam062000,peter mccord
ATCM,3308,2,,1,3,6,5,1,,,,1,1,,9,,,,1,2,"Johnson, Casey A",,,,,,caj150430,casey johnson
ATCM,3308,1,,1,2,4,4,4,4,1,1,,,,5,,,,,2,"Johnson, Casey A",,,,,,caj150430,casey johnson
ATCM,3309,1,3,8,6,4,1,1,1,,,,,1,2,,,,,1,"Griffin, Troy",,,,,,txg121730,troy griffin
ATCM,3310,1,4,,3,,2,2,2,2,1,,,,1,,,,,1,"Lim, Fengjie",,,,,,,fengjie lim
ATCM,3311,1,2,2,4,,3,6,2,5,2,2,,,2,,,,,0,"Lim, Fengjie",,,,,,,fengjie lim
ATCM,3311,2,,8,6,,5,2,2,,2,2,,,1,,,,,2,"Johnson, Casey A",,,,,,caj150430,casey johnson
ATCM,3315,1,11,11,3,,2,1,1,,,,,,1,,,,,0,"Veras de Souza, Christine",,,,,,,christine veras de souza
ATCM,3320,1,,3,2,9,5,1,3,1,1,1,1,,1,,,,1,1,"Valkanova, Dora R",,,,,,dxv220021,dora valkanova
ATCM,3321,1,,6,5,3,3,1,1,3,1,1,2,,2,,,,1,0,"Valkanova, Dora R",,,,,,dxv220021,dora valkanova
ATCM,3331,1,2,9,4,6,5,1,,,1,,,,1,,,,,0,"Andic, Atanur","Knight, Kimberly A",,,,,axa180034,atanur andic
ATCM,3335,1,1,1,,,1,1,1,1,,,,,2,,,,,3,"Kane, Simon A",,,,,,sak043000,simon kane
ATCM,3336,3,2,16,9,1,,1,,,,,,,,,,,,1,"McKinney, Mark",,,,,,mxm190029,mark mckinney
ATCM,3336,2,6,14,2,,2,,,,,,,,,,,,,0,"McKinney, Mark",,,,,,mxm190029,mark mckinney
ATCM,3336,1,3,2,9,4,3,,,1,1,,1,,,,,,,2,"McKinney, Mark",,,,,,mxm190029,mark mckinney
ATCM,3337,1,7,11,3,3,1,2,,1,,,,,1,,,,1,0,"Wood, Harold G",,,,,,hgw021000,harold wood
ATCM,3337,501,4,5,2,6,2,,,,1,3,,1,2,,,,,0,"Booker, Jason",,,,,,clg093020,
ATCM,3337,2,2,8,4,3,4,3,,1,,,,,2,,,,,2,"Starzer, Kenneth W",,,,,,kws042000,kenneth starzer
ATCM,3337,3,7,7,4,1,4,,1,1,,,,,2,,,,,2,"Wood, Harold G",,,,,,hgw021000,harold wood
ATCM,3338,1,7,9,6,2,1,1,,,,,,,4,,,,,0,"Griffin, Troy",,,,,,txg121730,troy griffin
ATCM,3338,2,7,10,8,1,,,,1,,,,,2,,,,,0,"Griffin, Troy",,,,,,txg121730,troy griffin
ATCM,3340,1,4,1,1,,1,,2,1,,,,,,,,,,0,"Cox, Norman L",,,,,,nlc200001,norman cox
ATCM,3340,2,9,1,2,,1,2,,,,,,,,,,,,0,"Cox, Norman L",,,,,,nlc200001,norman cox
ATCM,3340,3,7,3,2,2,1,5,1,1,2,1,,,3,,,,,0,"Cox, Norman L",,,,,,nlc200001,norman cox
ATCM,3346,1,,10,9,1,1,2,,1,,,,1,2,,,,1,1,"Marks, David",,,,,,dem160430,david marks
ATCM,3350,0W2,6,7,5,4,2,2,1,,,2,,1,,,,,,0,"Hewitt, Sharon A","Ikebude, Chukwuemeka",,,,,crn022000,christina nielsen
ATCM,3350,0W1,5,3,2,4,5,,1,1,,,1,,5,,,,,1,"Hewitt, Sharon A","Ikebude, Chukwuemeka",,,,,sxh090220,sharon hewitt
ATCM,3350,501,,17,7,1,1,,,,,1,,1,1,,,,,0,"Kondas, Kyle S",,,,,,mhs083000,
ATCM,3356,1,5,2,1,4,3,,,2,,,,,,,,,,1,"Scott, Andrew F","Asgharpour, Hadi",,,,,afs140330,andrew scott
ATCM,3365,1,6,4,9,6,1,2,1,1,,,,,,,,,,0,"Christopher, Timothy V",,,,,,khimbar,timothy christopher
ATCM,3365,501,,8,13,3,2,1,,,2,,,1,,,,,,0,"Herold, Tyler A",,,,,,jkt094020,
ATCM,3365,2,12,5,3,4,1,1,1,,1,,,,,,,,,1,"Christopher, Timothy V",,,,,,khimbar,timothy christopher
ATCM,3366,1,6,6,9,3,3,,1,,2,,,,,,,,,0,"Wu, Hong-An",,,,,,hxw173930,hong an wu
ATCM,3366,2,5,10,6,4,1,2,,,,,,,1,,,,,1,"Irby, Cameron L",,,,,,cli170000,cameron irby
ATCM,3367,2,18,6,2,,,,,,1,,,,2,,,,,1,"Price, Jeffrey T",,,,,,,jeffrey price
ATCM,3367,1,,4,8,3,5,3,1,2,,,,,3,,,,,0,"Chandler, Adam W",,,,,,awc051000,adam chandler
ATCM,3368,1,1,4,4,5,2,4,2,1,1,1,,,2,,,,,3,"Lim, Fengjie",,,,,,,fengjie lim
ATCM,3368,2,1,8,5,3,2,5,,,,2,,,3,,,,,1,"Chandler, Adam W",,,,,,awc051000,adam chandler
ATCM,3370,1,9,10,4,2,3,,,1,,,,,,,,,1,0,"Lewis, Timothy M",,,,,,tml062000,timothy lewis
ATCM,3372,1,,12,,2,7,,1,5,,,2,,,,,,,0,"Gupta-Fitzgerald, Harold E",,,,,,,harold gupta fitzgerald
ATCM,3388,1,7,6,,,,,,,,,,,1,,,,1,0,"Fraley, James M","Hitt, Katherine A",,,,,jmf210007,james fraley
ATCM,3388,501,9,4,,1,,1,,1,,,,,1,,,,,0,"Fraley, James M","Del Gallo, Rinaldo",,,,,jmf210007,james fraley
ATCM,3388,2,15,2,4,,,1,,,1,,,,2,,,,,0,"Fraley, James M","Del Gallo, Rinaldo",,,,,jmf210007,james fraley
ATCM,3388,3,8,6,5,3,,3,,,,,,,1,,,,,0,"Fraley, James M","Hitt, Katherine A",,,,,jmf210007,james fraley
ATCM,4305,1,,2,1,3,2,6,3,1,,,,,1,,,,,0,"Caldwell, Bryon A",,,,,,bac190003,bryon caldwell
ATCM,4306,1,,1,4,1,3,3,,1,4,,,,2,,,,,0,"Boyd, Elizabeth S",,,,,,esp041000,elizabeth boyd
ATCM,4306,2,3,10,3,5,4,,,,,,,,,,,,,0,"Fechter, Todd A",,,,,,taf051000,todd fechter
ATCM,4307,1,,1,9,5,4,,1,,,,,,,,,,,0,"McCord, Peter A",,,,,,pam062000,peter mccord
ATCM,4310,501,,7,3,7,3,5,2,2,,,,,1,,,,,0,"Buxkamper, Adam M",,,,,,amb047000,
ATCM,4312,1,,3,5,,5,2,1,,,1,,,,,,,,1,"Boyd, Elizabeth S",,,,,,esp041000,elizabeth boyd
ATCM,4313,1,,,3,3,2,5,1,1,2,,,,2,,,,,0,"Lim, Fengjie",,,,,,,fengjie lim
ATCM,4314,101,3,1,6,4,2,,,1,2,,,,,,,,,1,"Salter, Monika M",,,,,,mxs176131,monika salter
ATCM,4315,1,,,3,2,3,4,1,,,,,,,,,,,0,"McComber, Sean J",,,,,,sxm129130,sean mccomber
ATCM,4316,1,,19,,,,,,,,,,,,,,,,0,"Johnson, Casey A",,,,,,caj150430,casey johnson
ATCM,4316,2,,19,,,,,,,,,,,,,,,,0,"McCord, Peter A",,,,,,pam062000,peter mccord
ATCM,4319,1,14,6,3,,,,,1,,,,,4,,,,,2,"Fechter, Todd A",,,,,,taf051000,todd fechter
ATCM,4319,2,,8,1,2,,1,,,2,,,,2,,,,,1,"Salter, Monika M",,,,,,mxs176131,monika salter
ATCM,4320,501,12,9,1,1,3,2,,1,,,,,1,,,,,0,"Rheams, David C",,,,,,dcr093020,david rheams
ATCM,4322,1,5,13,,1,,,,,,,,,,,,,,0,"Banner, Olivia P",,,,,,opb140030,olivia banner
ATCM,4332,1,1,5,5,,,1,,,,,,,,,,,,0,"Knight, Kimberly A","Shukla, Nishanshi A",,,,,,kimberly knight
ATCM,4337,1,2,8,14,2,2,,2,,,,,,,,,,,0,"Wood, Harold G",,,,,,hgw021000,harold wood
ATCM,4337,2,4,3,6,4,6,5,1,1,,,,,,,,,,0,"Wood, Harold G",,,,,,hgw021000,harold wood
ATCM,4338,1,,15,5,3,4,,1,1,,,1,,,,,,,0,"Farrar, Eric T",,,,,,etf091000,eric farrar
ATCM,4339,1,,16,,1,1,,,,,,,,,,,,,0,"Farrar, Eric T",,,,,,etf091000,eric farrar
ATCM,4340,1,,13,12,,3,,,,,,,,1,,,,,1,"Balsamo, Anne",,,,,,axb161831,anne balsamo
ATCM,4346,1,1,5,2,,1,3,1,,1,,,,1,,,,,0,"Marks, David",,,,,,dem160430,david marks
ATCM,4350,0W1,3,3,3,2,,1,1,2,2,1,1,1,1,,,,,3,"Hewitt, Sharon A",,,,,,sxh090220,sharon hewitt
ATCM,4350,0W2,4,2,6,3,3,1,,1,1,,,,3,,,,,1,"Hewitt, Sharon A",,,,,,sxh090220,sharon hewitt
ATCM,4364,3,3,6,,,,,,4,,,,,,,,,,0,"Gupta-Fitzgerald, Harold E",,,,,,,harold gupta fitzgerald
ATCM,4364,2,19,3,,,,,,,,,,,,,,,,1,"Marks, David",,,,,,dem160430,david marks
ATCM,4365,501,5,5,4,1,1,1,,1,,,,,,,,,,1,"Billingslea, Steven L",,,,,,slb073000,steven billingslea
ATCM,4365,1,6,5,3,1,,1,,,,,,,1,,,,,1,"Christopher, Timothy V",,,,,,khimbar,timothy christopher
ATCM,4370,102,9,4,7,,2,5,1,,1,,,,,,,,,1,"Lewis, Timothy M",,,,,,tml062000,timothy lewis
ATCM,4370,101,13,6,3,2,1,1,1,1,,,,,,,,,1,0,"Lewis, Timothy M",,,,,,tml062000,timothy lewis
ATCM,4374,1,4,6,3,1,1,,,,,,,,,,,,,0,"Chandler, Adam W",,,,,,awc051000,adam chandler
ATCM,4377,2,17,3,1,,,,,,,,,,,,,,,0,"Chandler, Adam W",,,,,,awc051000,adam chandler
ATCM,4377,1,16,6,,,,,,,,,,,,,,,,0,"Lewis, Timothy M",,,,,,tml062000,timothy lewis
ATCM,4379,1,,20,,,,,,,,,,,,,,,,0,"Evans, Monica J",,,,,,mevans,monica evans
ATCM,4379,2,7,,2,2,,,,,,,1,2,2,,,,,2,"Price, Jeffrey T","Khatri, Hamida",,,,,,jeffrey price
ATCM,4384,1,1,9,,,13,,,10,,,,,5,,,,,2,"Lester, Paul M","Zamaniderkani, Vajihe",,,,,pxl152030,paul lester
ATCM,4384,2,,8,,,12,,,14,,,3,,1,,,,,2,"Lester, Paul M","Zamaniderkani, Vajihe",,,,,pxl152030,paul lester
ATCM,4384,3,,8,,,11,,,10,,,5,,6,,,,,0,"Lester, Paul M","Zamaniderkani, Vajihe",,,,,pxl152030,paul lester
ATCM,4397,3,3,5,6,4,3,,,1,1,,,,2,,,,,0,"Boyd, Elizabeth S",,,,,,esp041000,elizabeth boyd
ATCM,4397,6,20,2,2,,,1,,,,,,,,,,,,0,"Gupta-Fitzgerald, Harold E",,,,,,,harold gupta fitzgerald
ATCM,4397,2,7,2,,1,2,,,,,,,,,,,,,0,"Minnish, Roxanne W",,,,,,rwm061000,roxanne minnish
ATCM,4397,5,2,4,,3,5,,1,,,,,,,,,,,0,"Trosper, Elizabeth M",,,,,,tml062000,timothy lewis
ATCM,4397,1,3,11,6,2,2,,,,,,,,,,,,,0,"McKinney, Mark",,,,,,mxm190029,mark mckinney
ATCM,4397,4,3,2,5,3,1,2,4,1,,,1,,2,,,,,0,"Caldwell, Bryon A",,,,,,bac190003,bryon caldwell
ATCM,6000,1,,,,,,,,,,,,,,17,,,,0,"Roemer, Nils H",,,,,,nhr061000,nils roemer
ATCM,6001,1,,,,,,,,,,,,,,14,,,,0,"Terry, Dean D",,,,,,dxt023000,dean terry
ATCM,6301,1,,15,,,,,,,,,,,,,,,,0,"Terry, Dean D",,,,,,dxt023000,dean terry
ATCM,6310,1,,6,4,,,,,,,,,,,,,,,0,"Caldwell, Bryon A",,,,,,bac190003,bryon caldwell
ATCM,6318,1,,6,3,3,,,,,,,,,,,,,,0,"Veras de Souza, Christine",,,,,,,christine veras de souza
ATCM,6326,1,,11,,,,,,,,,,,,,,,,0,"Terry, Dean D",,,,,,dxt023000,dean terry
ATCM,6330,1,,9,,,1,,,,,,,,,,,,,0,"Burrough, Xtine L","MacDonald, Dale W",,,,,cxb153930,xtine burrough
ATCM,6376,1,,9,1,,,,,,,,,,,,,,,0,"Wu, Hong-An",,,,,,hxw173930,hong an wu
AUD,6113,1,,,,,,,,,,,,,,22,,,,0,"Cokely, Carol G",,,,,,cgc016200,carol cokely
AUD,6311,1,,10,,4,,,,,,,,,,,,,,0,"Clark, Jackie L","Crow, Sarah E",,,,,jclark,jackie clark
AUD,6318,1,,2,7,5,,,,,,,,,,,,,,0,"Warner-Czyz, Andrea D",,,,,,adw052000,andrea warner czyz
AUD,7220,1,,8,2,2,,,1,,,,,,,,,,,0,"Lobarinas, Edward",,,,,,exl152130,edward lobarinas
AUD,7228,1,,15,5,2,,,,,,,,,,,,,,0,"LePrell, Colleen G",,,,,,,colleen leprell
AUD,7321,1,,9,5,,,,,,,,,,,,,,,0,"Lobarinas, Edward",,,,,,exl152130,edward lobarinas
AUD,7326,501,,13,,,,,,,,,,,,,,,,0,"Mueller, Amanda B",,,,,,thib,linda thibodeau
AUD,7351,1,,7,4,2,,,,,,,,,,,,,,0,"Griffiths, Scott K",,,,,,skg180000,scott griffiths
AUD,7V82,1,,,,,,,,,,,,,,14,,,,0,"Mosley, Cornetta",,,,,,cxm220030,cornetta mosley
BA,1310,3,4,1,9,2,4,5,5,11,2,,1,,,,,,,2,"Hyndman, Kyle B","Kohli, Raghav",,,,,tdp062000,kyle hyndman
BA,1310,1,,8,3,2,10,3,3,7,2,,4,1,4,,,,,0,"Zhao, Xiaodan",,,,,,xxz210018,xiaodan zhao
BA,1310,2,2,3,5,3,8,4,5,3,9,,1,,3,,,,,1,"Hyndman, Kyle B","Kohli, Raghav",,,,,tdp062000,kyle hyndman
BA,1320,1,4,4,3,12,4,11,5,2,5,,,,4,,,,,3,"Blueshtein, Moran","Oyima-Antseleve, Ndackyssa","Aggarwal, Ashwaryah",,,,mxb135230,moran blueshtein
BA,1320,2,6,3,7,6,13,6,12,4,,,,,,,,,,0,"Lewin, Peter","Hu, Jiawei",,,,,axo027000,agnieszka olsztynska
BA,1320,501,1,7,12,6,10,7,7,6,,,,,,,,,,1,"Lewin, Peter","Hu, Jiawei",,,,,slk012100,stephen kiser
BA,3300,1,,13,5,6,8,6,2,2,,,3,,3,,,,,2,"Liebowitz, Stanley J",,,,,,,stanley liebowitz
BCOM,1300,1,1,2,4,2,5,6,,1,1,,,1,4,,,,,0,"Cooper, Austin",,,,,,acc150730,austin cooper
BCOM,1300,2,,4,4,3,3,4,1,3,2,,,,5,,,,,0,"Cooper, Austin",,,,,,jlf130030,jennifer fry
BCOM,3300,3,1,18,15,2,1,,,,1,,,1,1,,,,,0,"Jacobson Jordan, Tatia",,,,,,vdm130030,victoria mccrady
BCOM,3300,7,,,9,7,9,8,4,1,1,,,,1,,,,,0,"Watson, John M","Zhang, Jielin",,,,,,john watson
BCOM,3300,8,,1,6,5,12,4,2,3,3,,,,4,,,,,0,"Watson, John M","Zhang, Jielin",,,,,mkaplan,marilyn kaplan
BCOM,3300,9,,1,7,6,4,5,4,5,2,,,1,3,,,,,2,"Herman, Emily L",,,,,,exh220006,emily herman
BCOM,3300,502,,,,,1,2,1,4,,,1,1,9,,,,,0,"Steadham, Kyle S",,,,,,jmw077000,kyle steadham
BCOM,3300,12,,,9,8,1,2,1,,1,,1,,1,,,,,2,"Godbey, William",,,,,,wrg032000,william godbey
BCOM,3300,501,3,3,7,6,2,1,1,2,3,,,,3,,,,,0,"Horner, Kimberly D",,,,,,kal110030,kristen lawson
BCOM,3300,2,1,10,7,6,2,4,1,2,,1,,,2,,1,,,0,"Ali, Shazia",,,,,,kal110030,kristen lawson
BCOM,3300,1,,1,1,5,13,6,4,2,1,2,1,,2,,,,,0,"Watson, John M","Zhang, Jielin",,,,,,john watson
BCOM,3300,6,,1,2,8,9,10,3,3,,,,,2,,,,,0,"Watson, John M","Zhang, Jielin",,,,,,john watson
BCOM,3300,4,,2,6,6,3,7,1,3,2,1,,1,5,,,,,2,"Postolos, Christine A",,,,,,cxp220036,christine postolos
BCOM,3300,5,1,2,8,8,7,6,1,,1,1,,1,3,,,,,0,"de los Santos, Veronica A",,,,,,kal110030,kristen lawson
BCOM,3300,10,1,5,,5,6,5,3,7,4,,,,3,,,,,0,"Herman, Emily L",,,,,,exh220006,emily herman
BCOM,4300,1,1,4,8,2,8,6,2,2,4,,1,1,1,,,,,0,"McCrady, Victoria D","Aare, Sai Pranay Reddy",,,,,vdm130030,victoria mccrady
BCOM,4300,2,3,6,6,4,8,2,4,2,3,1,,,,,,,,1,"McCrady, Victoria D","Aare, Sai Pranay Reddy",,,,,kal110030,kristen lawson
BCOM,4300,8,,2,5,6,5,11,2,5,1,2,,,,,,,,1,"Fry, Jennifer L",,,,,,jlf130030,jennifer fry
BCOM,4300,10,2,5,3,9,8,10,1,,1,,,,,,,,,1,"Blockley, Caylin",,,,,,cxb190014,caylin blockley
BCOM,4300,13,,1,5,12,7,6,2,3,1,,1,,1,,,,,1,"Siddiqui, Farah",,,,,,fxs121830,farah siddiqui
BCOM,4300,14,,2,1,1,17,1,2,12,2,,2,,,,,,,0,"Hornsby, Melanie",,,,,,mlh054000,melanie hornsby
BCOM,4300,15,,4,4,4,2,11,7,4,2,,1,1,,,,,,0,"Stewart, Julie M","Agnihotri, Ajinkya A",,,,,jxs210043,julie stewart
BCOM,4300,17,,3,5,7,10,5,3,3,2,1,,,,,,,,1,"Siddiqui, Farah",,,,,,fxs121830,farah siddiqui
BCOM,4300,18,,2,2,1,18,5,,6,,,4,,2,,,,,0,"Hornsby, Melanie",,,,,,mlh054000,melanie hornsby
BCOM,4300,3,,4,6,2,5,11,3,3,6,,1,,2,,,,,2,"Stewart, Julie M","Agnihotri, Ajinkya A",,,,,jxs210043,julie stewart
BCOM,4300,4,,3,9,7,7,9,1,2,4,,,,1,,,,,2,"Stewart, Julie M","Agnihotri, Ajinkya A",,,,,jxs210043,julie stewart
BCOM,4300,5,1,6,8,7,7,9,2,1,3,,,,1,,,,,0,"McCrady, Victoria D","Aare, Sai Pranay Reddy",,,,,rml081000,victoria mccrady
BCOM,4300,6,,2,9,4,4,12,5,3,1,,,,,,,,,5,"Harrison, Megan",,,,,,mkh160330,megan harrison
BCOM,4300,7,,2,4,2,6,10,8,6,5,1,,1,,,,,,0,"Fry, Jennifer L",,,,,,jlf130030,jennifer fry
BCOM,4300,9,1,4,7,4,7,12,5,3,,1,,,,,,,,1,"Blockley, Caylin",,,,,,cxb190014,caylin blockley
BCOM,4300,11,,2,4,2,5,15,9,2,5,,1,,,,,,,0,"Harrison, Megan",,,,,,mkh160330,megan harrison
BCOM,4300,16,6,3,1,5,8,11,6,4,,,,,1,,,,,0,"McCrady, Victoria D","Aare, Sai Pranay Reddy",,,,,vdm130030,victoria mccrady
BCOM,4300,19,12,6,8,7,3,5,1,1,,,,1,,,,,1,0,"Loyless, Lauren",,,,,,lxl190018,lauren loyless
BCOM,4300,HON,2,8,6,3,1,2,1,,,,,,,,,,,0,"Moore, Sarah E",,,,,,kal110030,kristen lawson
BCOM,4300,504,,,,,1,2,5,3,3,6,2,1,2,,,,,1,"Prudhomme-Coleman, Michelle",,,,,,acc150730,austin cooper
BCOM,4300,HO2,6,8,7,2,4,1,,,,,,,,,,,,0,"Moore, Sarah E",,,,,,sem054000,sarah moore
BCOM,4300,503,,,,,2,3,4,11,7,4,,1,3,,,,,1,"Prudhomme-Coleman, Michelle",,,,,,rml081000,michelle prudhomme coleman
BCOM,4300,502,,1,2,4,2,5,7,2,5,5,2,,3,,,,,0,"Cox, Chauncey",,,,,,jxs210043,julie stewart
BCOM,4300,20,,,1,3,2,13,4,3,8,1,1,1,,,,,,1,"Stewart, Julie M","Agnihotri, Ajinkya A",,,,,kal110030,kristen lawson
BCOM,4300,12,,1,5,1,7,9,3,3,4,,2,1,1,,,,,2,"Stewart, Julie M","Agnihotri, Ajinkya A",,,,,jxs210043,julie stewart
BCOM,4300,501,,,4,9,5,7,2,3,6,2,,,1,,,,,0,"Alvarez, Manolo",,,,,,rml081000,manolo alvarez
BCOM,4300,21,1,4,3,6,9,6,6,4,2,1,1,,,,,,,0,"Moore, Sarah E",,,,,,sem054000,sarah moore
BIOL,1318,1,,7,,,8,,,8,,,3,,3,,,,,0,"Maitra, Meenakshi",,,,,,mxm172731,meenakshi maitra
BIOL,2111,4,3,3,1,2,,2,4,1,,1,,,1,,,,,1,"Srikanth, Uma",,,,,,ukrish,uma srikanth
BIOL,2111,2,,2,,1,,,2,1,1,1,,,1,,,,1,0,"Srikanth, Uma",,,,,,ukrish,uma srikanth
BIOL,2111,5,2,,2,1,3,1,,,,1,,,,,,,,0,"Srikanth, Uma",,,,,,axl200032,ashley lakoduk
BIOL,2111,8,2,3,,1,1,1,,1,,2,,,1,,,,1,0,"Srikanth, Uma",,,,,,ukrish,uma srikanth
BIOL,2111,1,3,2,1,2,1,2,,1,2,1,1,1,,,,,,0,"Srikanth, Uma",,,,,,ukrish,uma srikanth
BIOL,2111,7,3,3,1,2,,,2,1,1,,3,,,,,,,1,"Srikanth, Uma",,,,,,ukrish,uma srikanth
BIOL,2111,9,2,1,2,,1,3,3,2,2,,1,,,,,,,0,"Srikanth, Uma",,,,,,ukrish,uma srikanth
BIOL,2112,1,8,4,6,6,,2,,,2,,,1,,,,,,1,"Wilson, Michelle M","Xia, Jing",,,,,mxw084000,michelle wilson
BIOL,2112,2,5,2,5,3,5,3,1,,1,,,1,1,,,,,3,"Wilson, Michelle M","Xia, Jing",,,,,mxw084000,michelle wilson
BIOL,2112,3,10,6,5,2,1,1,1,,1,,,,,,,,,3,"Wilson, Michelle M","Christensen, Priya M",,,,,mxw084000,michelle wilson
BIOL,2112,6,14,5,4,2,1,3,,,,,,1,,,,,,0,"Wilson, Michelle M","Xia, Jing",,,,,mxw084000,michelle wilson
BIOL,2112,7,11,7,4,1,1,1,1,1,1,1,,,1,,,,,0,"Wilson, Michelle M","Chase, Rebecca L",,,,,mxw084000,michelle wilson
BIOL,2112,9,9,5,7,3,,2,2,1,,,,,,,,,1,0,"Wilson, Michelle M","Christensen, Priya M",,,,,mxw084000,michelle wilson
BIOL,2112,10,4,3,6,5,3,5,,2,,,,2,,,,,,0,"Padmanabhan, Ramesh","Parupalli, Preethi",,,,,rxp104120,ramesh padmanabhan
BIOL,2112,12,8,3,8,2,2,5,,,1,,,,,,,,,1,"Padmanabhan, Ramesh","Evers, Anna N",,,,,rxp104120,ramesh padmanabhan
BIOL,2112,11,3,5,4,4,1,2,2,4,2,,1,,3,,,,,1,"Padmanabhan, Ramesh","Alemi, Parinazsadat",,,,,rxp104120,ramesh padmanabhan
BIOL,2112,14,9,7,7,2,1,,,1,1,1,,,2,,,,,1,"Padmanabhan, Ramesh","Parupalli, Preethi",,,,,rxp104120,ramesh padmanabhan
BIOL,2112,8,7,8,6,3,2,4,2,,2,,,,,,,,,0,"Wilson, Michelle M","Elhawary, Ezzeldin N",,,,,mxw084000,michelle wilson
BIOL,2112,5,10,7,4,3,2,1,1,1,3,1,,,,,,,,2,"Wilson, Michelle M","Elhawary, Ezzeldin N",,,,,mxw084000,michelle wilson
BIOL,2112,16,4,2,7,2,5,6,1,,1,,,,,,,,,1,"Padmanabhan, Ramesh","Thomas, Nathaniel",,,,,rxp104120,ramesh padmanabhan
BIOL,2112,13,4,5,5,3,2,2,2,2,2,1,1,,1,,,,,1,"Padmanabhan, Ramesh","Thomas, Nathaniel",,,,,rxp104120,ramesh padmanabhan
BIOL,2112,15,5,3,4,3,4,3,1,,2,,1,1,3,,,,,1,"Padmanabhan, Ramesh","Evers, Anna N",,,,,rxp104120,ramesh padmanabhan
BIOL,2112,17,4,3,5,4,1,4,1,,4,1,,1,3,,,,,0,"Padmanabhan, Ramesh","Alemi, Parinazsadat",,,,,rxp104120,ramesh padmanabhan
BIOL,2112,4,7,6,9,3,1,2,2,2,,,1,1,,,,,,1,"Wilson, Michelle M","Chase, Rebecca L",,,,,mxw084000,michelle wilson
BIOL,2281,301,2,11,2,4,2,1,,,1,,,,,,,,,0,"Pickett, Elizabeth A","Mittal, Shubham",,,,,wenju,wen ju lin
BIOL,2281,302,5,6,3,4,2,,1,2,,,,,,,,,,0,"Lin, Wen J","Tien, Hsin-Jung",,,,,wenju,wen ju lin
BIOL,2281,303,5,10,2,2,2,1,,,,,1,,,,,,,0,"Pickett, Elizabeth A","Arugonda, Ravali",,,,,brh140230,brenna hill
BIOL,2281,304,4,8,3,2,1,2,1,,,1,,,,,,,,1,"Lin, Wen J","Tien, Hsin-Jung",,,,,brh140230,brenna hill
BIOL,2281,306,3,5,3,2,4,2,2,1,1,,,,,,,,,0,"Pickett, Elizabeth A","Liu, Junyu",,,,,wenju,wen ju lin
BIOL,2281,309,5,9,5,2,1,1,,,,,,,,,,,,0,"Mehta, Iti","Basu, Ujjaini","Lin, Wen J",,,,brh140230,brenna hill
BIOL,2281,311,,5,5,3,3,3,,2,1,,1,,,,,,,0,"Lin, Wen J","Mittal, Shubham","Miller, Edmund A",,,,eaw016100,elizabeth pickett
BIOL,2281,312,4,9,6,2,,1,,,,,,,1,,,,,0,"Pickett, Elizabeth A","Easterwood, Shayne",,,,,ixm121430,iti mehta
BIOL,2281,314,6,4,2,6,3,1,,1,,,,,,,,,,0,"Lin, Wen J","Miller, Edmund A",,,,,ixm121430,iti mehta
BIOL,2281,315,6,7,1,3,1,2,2,,1,,,,,,,,,0,"Mehta, Iti","Do, Hung P","Pickett, Elizabeth A",,,,cmb170830,
BIOL,2281,316,2,3,6,2,4,3,1,1,,,,,,,,,,1,"Pickett, Elizabeth A","Arugonda, Ravali",,,,,ixk190014,ida klang
BIOL,2281,317,4,5,2,,3,3,1,,1,,,1,1,,,,,2,"Lin, Wen J","Dao, Alex",,,,,ixm121430,iti mehta
BIOL,2281,319,2,7,2,6,1,4,1,,,,,,,,,,,0,"Pickett, Elizabeth A","Easterwood, Shayne",,,,,eaw016100,elizabeth pickett
BIOL,2281,307,2,6,4,4,4,1,,,1,,,,,,,,,0,"Mehta, Iti","Basu, Ujjaini","Lin, Wen J",,,,wenju,wen ju lin
BIOL,2281,308,5,8,5,2,,,1,,1,,,,,,,,,0,"Huang, Yi","Miller, Edmund A",,,,,wenju,wen ju lin
BIOL,2281,313,5,9,2,2,1,1,,2,,,,,,,,,,0,"Mehta, Iti","Do, Hung P","Pickett, Elizabeth A",,,,ixm121430,iti mehta
BIOL,2281,318,1,6,4,4,1,,2,4,,,,,,,,,,0,"Lin, Wen J","Liu, Junyu",,,,,ixm121430,iti mehta
BIOL,2311,1,19,16,7,11,8,10,12,8,6,6,5,1,3,,,,2,2,"Srikanth, Uma","Kwende, Sharon A","Maiti, Dibyo","Murali, Maithri",,,ukrish,uma srikanth
BIOL,2312,3,18,5,4,2,1,4,1,3,1,,1,1,1,,,,,3,"Wilson, Michelle M",,,,,,mxw084000,michelle wilson
