Subject,Catalog Number,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,Total W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,instructor_id,instructor_name_normalized
LIT,2329,001,,9,,,1,,,,,,,,4,0,"Redman, Timothy P","Rosen, Mark S",,,,,,timothy redman
MUSI,2325,001,,11,1,,,,,,,,,2,,0,"Riemer Bueckert, Nili",,,,,,nxr190013,nili riemer bueckert
MUSI,2325,002,,11,1,1,,,,,,,1,,,0,"Riemer Bueckert, Nili",,,,,,nxr190013,nili riemer bueckert
MUSI,2328,002,1,4,2,,,,,1,,,,,2,4,"Mcvay, Michael",,,,,,mjm031000,michael mcvay
MUSI,2328,003,6,4,,1,,,1,,,,1,,,1,"Mcvay, Michael",,,,,,mjm031000,michael mcvay
MUSI,3186,001,,14,,,,,,,,,,,,0,"Durbin, Kelly",,,,,,kpdurbin,kelly durbin
PHIL,4325,001,,6,2,4,1,,1,,,,,,,0,"Bambach, Charles",,,,,,cbambach,charles bambach
SPAN,1311,001,1,4,2,3,,,1,,,,,,2,1,"Lambert, Thomas M",,,,,,tml017100,thomas lambert
ATCM,1100,004,6,3,,3,,,,2,,,,,,0,"Scott, Andrew F","Paiva Homsi, Murilo",,,,,afs140330,andrew scott
ATCM,4326,001,,2,3,2,5,,1,,1,,,,,0,"Imaoka, Laura",,,,,,lxi170030,laura imaoka
ATCM,6377,001,,9,2,1,,2,,,,,,,,0,"Burrough, Xtine",,,,,,cxb153930,xtine burrough
CGS,3361,501,2,2,,2,1,,2,3,1,,,,,1,"Roark, Dana A","Han, Liang",,,,,danar,dana roark
COMD,7V89,001,,11,,,3,,,,,,,,,0,"Rackley, Audette M",,,,,,,audette rackley
HCS,7311,001,,7,3,,4,,,,,,,,,0,"Nelson Taylor, Jackie A",,,,,,jan110030,jackie nelson taylor
HCS,7351,001,,12,2,,,,,,,,,,,0,"Thompson, Lucien",,,,,,tres,lucien thompson
PSY,4386,001,,3,1,2,5,3,,,,,,,,0,"Drew, Linda M",,,,,,lmd102020,linda drew
BMEN,6379,001,,5,7,1,1,,,,,,,,,0,"Varner, Victor",,,,,,vxv162230,victor varner
BMEN,6395,001,,13,,,,,,1,,,,,,0,"Hays, Seth A",,,,,,sxh129730,seth hays
CE,3201,001,3,3,4,1,,1,1,,,,,,,1,"Nikoubin, Tooraj","Caicedo-Narvaez, Carlos A","Movahed Mohammadi, Seyed Ehsan","Khoshlessan, Mahshid","Steele, Alec M",,txn190011,tooraj nikoubin
CS,3162,595,7,1,1,,,3,,,,,,,2,0,"Debroy, Vidroha",,,,,,vxd024000,vidroha debroy
CS,6377,001,,2,2,1,2,2,2,2,,,,,1,0,"Desmedt, Yvo G",,,,,,ygd120030,yvo desmedt
CS,6396,001,,10,2,,1,,,,,,,,,1,"Liu, Cong",,,,,,cxl137330,cong liu
MECH,3150,103,,7,2,1,1,1,1,,1,,,,,0,"Park, Wooram","Ahsan, Faraz",,,,,wxp103020,wooram park
MECH,4381,008,,2,2,3,4,,,2,1,,,,,0,"Hart, Robert A","Little, Ryan C","Upasham, Sayali S","Ouyang, Hui",,,rxh124630,robert hart
MECH,6335,001,,8,2,3,1,,,,,,,,,0,"Stecke, Kathryn","Vu, Duc D",,,,,kes021000,kathryn stecke
MECH,7392,001,,7,2,1,1,3,,,,,,,,0,"Thamban, P.L.Stephan",,,,,,stephan,p l stephan thamban
SE,3341,003,2,2,,,,2,2,1,,1,,2,2,0,"Whalen, Tristan G","Langford, John","Zimmer, Kevin C",,,,tgw100020,tristan whalen
SE,3377,001,1,5,1,1,2,1,3,,,,,,,0,"Peterson, Erik A",,,,,,eap190004,erik peterson
SE,3377,0W5,2,3,,4,2,,1,,,,,,1,1,"Satpute, Meghana N",,,,,,mns086000,meghana satpute
SE,4348,003,,,,2,3,3,1,1,2,,,,1,1,"Salazar, Elmer E","Haque, Mirazul",,,,,ees101020,elmer salazar
GEOG,3382,501,2,6,3,2,,,1,,,,,,,0,"Vakulenko, Irina","Chen, Meifang",,,,,iav081000,irina vakulenko
GISC,6325,501,,10,3,,1,,,,,,,,,0,"Cummings, Anthony R","Liau, Yan-Ting",,,,,arc131030,anthony cummings
GISC,6381,501,,9,1,2,,1,,,,,,,,1,"Chun, Yongwan","Yu, Xiaohe",,,,,yxc070300,yongwan chun
PA,2325,501,,8,3,2,,,,,,,,,1,0,"Harrington, James","Park, Yong Jun",,,,,jxh134630,james harrington
PA,3382,001,,11,1,1,,,,1,,,,,,0,"McCaskill, John R",,,,,,jrm094020,john mccaskill
PSCI,6350,001,,4,4,2,2,,,,,,,,,2,"Brandt, Patrick",,,,,,pxb054000,patrick brandt
SOC,3305,001,3,2,3,3,,1,,1,,,,,1,0,"Skaggs, Sheryl L","Wilds, Katherine M",,,,,slskaggs,sheryl skaggs
ED,4352,501,,3,4,2,4,,,,,,,,1,0,"McNulty, Angela B",,,,,,mcnulty,angela mcnulty
HONS,3111,HN1,5,9,,,,,,,,,,,,0,"Thompson, Christina M",,,,,,cmt120030,christina thompson
HONS,3199,H17,4,9,1,,,,,,,,,,,0,"Williams, Nathan",,,,,,nxw170830,nathan williams
HONS,3199,HN6,,6,5,2,1,,,,,,,,,0,"Rosen, Mark S",,,,,,mxr088000,mark rosen
HONS,3199,HN8,,14,,,,,,,,,,,,0,"Kratz, Dennis M",,,,,,dkratz,dennis kratz
FERM,6310,FS1,,3,3,4,2,1,,,,,,,,1,"Scott, James A",,,,,,jas076100,james scott
FIN,4340,001,,4,,,3,,,1,,,5,,1,0,"Saretto, Alessio","Lee, Pil-Seng",,,,,axs125732,alessio saretto
MECO,6345,001,,6,2,1,2,2,,1,,,,,,0,"Hyndman, Kyle B",,,,,,tdp062000,kyle hyndman
MIS,6320,0W1,,4,3,2,3,1,,,,,,,1,0,"Cavusoglu, Huseyin","Jayaraman, Jayanth",,,,,huseyin,huseyin cavusoglu
MKT,6337,0W1,,3,1,3,5,1,,,,,,,,1,"Subramanian, Upender","Saremi, Ehsan","Lee, Ga Hyun",,,,uxs092000,upender subramanian
MKT,6337,501,,2,2,4,6,,,,,,,,,0,"Murthi, B P","Kasaian, Keyvan","Elmi, Omid",,,,murthi,b murthi
OPRE,3310,5E1,1,4,,4,2,,1,1,,,1,,,0,"Sajjadi, Reza","Ramakrishnan, Jaishree",,,,,rxs179730,reza sajjadi
REAL,3305,002,,1,,,1,3,,5,,,3,,1,0,"Guttery, Randall",,,,,,rxg112530,randall guttery
BIOL,4360,001,4,4,1,,2,,1,1,1,,,,,0,"Pickett, Elizabeth A",,,,,,eaw016100,elizabeth pickett
MATH,2333,001,2,,3,1,1,1,,1,1,,,,2,2,"Martynova, Irina",,,,,,ixm140930,irina martynova
MATH,5303,001,,14,,,,,,,,,,,,0,"Eydelzon, Anatoly",,,,,,axe031000,anatoly eydelzon
PHYS,3411,001,3,4,1,3,1,,,,,,,,,2,"Macalevey, Paul J","Fox, Logan K",,,,,paulmac,paul macalevey
STAT,6348,001,,4,3,1,1,1,1,1,,,,,1,1,"Biswas, Swati",,,,,,sxb125731,swati biswas
STAT,7331,001,,12,2,,,,,,,,,,,0,"Gel, Yulia",,,,,,yxg142030,yulia gel
EERF,6396,001,,1,4,,4,2,2,,,,,,,0,"Lehmann, Randall E","Gemsheim, Alex J","Fang, Lei",,,,rel041000,randall lehmann
BUAN,6V99,501,,14,,,,,,,,,,,,0,"Elkhodari, Gasan","Sultana, Yasmin",,,,,gxe051000,gasan elkhodari
NSC,4353,101,4,3,4,2,,,,1,,,,,,0,"Taylor, Anna M","Naik, Dhananjay K",,,,,amt180004,anna taylor
HONS,3101,HN1,,11,1,,1,,,,,,,,,1,"Harpham, Edward",,,,,,harpham,edward harpham
ARTS,2315,001,3,11,,1,,,,,,,,,,0,"Brown-Pearn, Spencer S",,,,,,ssb062000,spencer brown pearn
ARTS,2381,001,1,3,4,3,1,,,,,,,,2,1,"White, Steven",,,,,,,steven white
ARTS,3364,001,5,9,,,,,,,1,,,,,0,"Brown-Pearn, Spencer S",,,,,,ssb062000,spencer brown pearn
ARTS,3375,001,2,12,,,1,,,,,,,,,0,"Curry, Val",,,,,,vxc110930,val curry
CRWT,2301,501,,11,3,,,,,,,,,,,1,"Leverone, Julia",,,,,,jxl162631,julia leverone
DANC,2334,001,12,2,,,,,,,,,,,,1,"Matzke, Sarah",,,,,,,sarah matzke
LIT,3337,002,3,3,7,,1,,,1,,,,,,0,"Valente, Sarah d",,,,,,,sarah d valente
RHET,1302,0H5,,4,7,,2,1,,,,1,,,,0,"Riley, Kristin N",,,,,,knr091000,kristin riley
SPAN,3366,001,5,7,2,,,,,,,,,,1,0,"Camacho-Guardado, Lorena",,,,,,lxc163230,lorena camacho guardado
VPAS,3340,001,,8,2,,2,1,,1,,,,,,1,"Goode, Dianne H",,,,,,dgoode,dianne goode
ATCM,4346,001,1,2,7,2,,1,1,,,,1,,,0,"Marks, David E",,,,,,dem160430,david marks
AUD,6303,001,,5,6,2,2,,,,,,,,,0,"Lobarinas, Edward",,,,,,exl152130,edward lobarinas
AUD,6305,001,,10,3,2,,,,,,,,,,0,"Le Prell, Colleen G",,,,,,cgl150030,colleen le prell
AUD,6310,001,,8,5,2,,,,,,,,,,0,"Roeser, Ross J",,,,,,roeser,ross roeser
CLDP,3310,501,,3,5,1,3,1,,,,,1,,1,0,"Bonner, Deborah L","Redig, Samantha L",,,,,dbonner,deborah bonner
HCS,7364,001,,7,1,4,2,,,1,,,,,,0,"Rugg, Michael D",,,,,,mdr104020,michael rugg
NSC,4353,104,1,7,5,,,1,,1,,,,,,0,"Sultana, Rukhsana","Newel, Jacqueline P",,,,,rxs170431,rukhsana sultana
NSC,4353,106,2,5,2,2,1,2,,1,,,,,,0,"Taylor, Anna M","dos Santos, Natalia Lucia",,,,,amt180004,anna taylor
BMEN,4110,102,4,4,3,1,2,1,,,,,,,,0,"Ardestani Khoubrouy, Soudeh","Abraham, Alejandro","Raut, Saurabh Vikas",,,,sxa074200,soudeh ardestani khoubrouy
CE,2305,004,,2,1,,2,4,,,,1,2,,1,2,"Chitturi, Bhadrachalam",,,,,,chalam,bhadrachalam chitturi
CE,3311,501,2,2,2,1,4,1,2,1,,,,,,0,"Pourkamali, Siavash","Palit, Prithviraj",,,,,sxp124631,siavash pourkamali
CE,3320,502,2,3,2,,,2,,,,,1,3,1,1,"Nikoubin, Tooraj","Salimath, Vibhav Kumarswami",,,,,txn190011,tooraj nikoubin
CE,6304,001,,1,5,3,2,2,2,,,,,,,0,"Carrion Schaefer, Benjamin",,,,,,bxc162630,benjamin carrion schaefer
CS,6356,001,,4,7,,3,,,,,,,,,1,"Marcus, Andrian","Maweu, Barbara M",,,,,axm141731,andrian marcus
CS,6382,001,,11,2,,2,,,,,,,,,0,"Du, Ding Z","Gu, Shuyang",,,,,dxd056000,ding du
EE,3150,103,1,3,,1,1,2,2,1,2,,1,,1,0,"Bhatt, Tanay M","Apalak, Merve",,,,,,tanay bhatt
EEMF,6319,501,,10,4,1,,,,,,,,,,0,"Frensley, William",,,,,,frensley,william frensley
MSEN,6319,001,,1,4,4,,1,1,3,,,,,,1,"Wallace, Robert M",,,,,,rmw031000,robert wallace
SE,3341,004,2,1,1,1,,3,1,1,3,,,1,,1,"Whalen, Tristan G","Alfaro, Jose F","Zimmer, Kevin C",,,,tgw100020,tristan whalen
SYSM,6304,SS1,,15,,,,,,,,,,,,0,"Koganti, Ramakrishna",,,,,,rxk190037,ramakrishna koganti
PA,3379,001,4,10,,,,,,,,,,,1,0,"Zvobgo, Varaidzo",,,,,,,varaidzo zvobgo
PPPE,6329,501,,7,5,3,,,,,,,,,,0,"Leaf, Murray J",,,,,,mjleaf,murray leaf
GST,3302,001,,1,6,1,3,2,1,,1,,,,,0,"Jakobsson, Pia K",,,,,,pkj010100,pia jakobsson
HONS,3104,HN1,4,10,1,,,,,,,,,,,0,"Dow, Douglas C",,,,,,dougdow,douglas dow
HONS,3108,HN1,,15,,,,,,,,,,,,0,"Prakash, Ravi",,,,,,ravip,ravi prakash
HONS,3112,HN1,9,2,3,1,,,,,,,,,,0,"Kaplan, Marilyn R",,,,,,mkaplan,marilyn kaplan
HONS,3113,HN1,13,2,,,,,,,,,,,,0,"Page, Ivor",,,,,,ivor,ivor page
HONS,3114,HN1,2,13,,,,,,,,,,,,0,"Thompson, Christina M",,,,,,cmt120030,christina thompson
HONS,3199,H11,12,3,,,,,,,,,,,,0,"Scotch, Richard","Bi, Jingnan",,,,,scotch,richard scotch
HONS,3199,H13,,10,4,,,,,,,,,,1,0,"Miller, Banks",,,,,,bxm093000,banks miller
HONS,3199,H14,8,2,5,,,,,,,,,,,0,"Devdas, Neetha R",,,,,,nrd120030,neetha devdas
HONS,3199,H15,,15,,,,,,,,,,,,0,"Stefan, Mihaela C",,,,,,mci071000,mihaela stefan
HONS,3199,H16,3,8,2,1,,,,,,,,,1,0,"Pitman, Bonnie L","Brunell, Valerie A",,,,,blp120030,bonnie pitman
HONS,3199,HN1,3,9,2,,,,,1,,,,,,0,"Rippel, Scott A","Thompson, Christina M",,,,,rippel,scott rippel
HONS,3199,HN2,2,12,1,,,,,,,,,,,0,"LaDow, Eva S",,,,,,esl130130,eva ladow
HONS,3199,HN3,,14,1,,,,,,,,,,,0,"Towner, Theresa",,,,,,tmtowner,theresa towner
HONS,3199,HN5,,11,4,,,,,,,,,,,0,"Rankin, Monica A",,,,,,mar046000,monica rankin
HONS,3199,HN7,5,7,2,,,,,,,,,,1,0,"Grohman, Magdalena G",,,,,,mgg092000,magdalena grohman
ACCT,6377,001,,8,6,1,,,,,,,,,,0,"McCuistion, Dennis",,,,,,dxm094000,dennis mccuistion
BPS,6310,GH1,,2,2,11,,,,,,,,,,0,"Lee, Seunghyun","Kim, Dong Shin",,,,,sxl029100,seunghyun lee
BUAN,6356,0W1,,5,5,1,1,,,,,,,,,3,"Parker, Jason A","Rajendran, Adityan",,,,,jap090020,jason parker
FERM,6301,FS1,,8,7,,,,,,,,,,,0,"Gurun, Umit",,,,,,ugg041000,umit gurun
FIN,4328,501,,2,,,7,,,2,,,1,,2,1,"Lynch, Julie",,,,,,jxl180030,julie lynch
FIN,6315,501,,4,3,4,3,1,,,,,,,,0,"Shah, Rajiv","Dode, Shrutik G",,,,,rxs079000,rajiv shah
HMGT,6321,CH1,,8,5,1,,,,1,,,,,,0,"Ramanathan, Kannan",,,,,,kxr087000,kannan ramanathan
HMGT,6323,CH1,,8,4,3,,,,,,,,,,0,"Rhoades, Mike",,,,,,,mike rhoades
ITSS,4V95,501,1,1,3,1,7,,2,,,,,,,0,"Thirumalai, Nambi","Jadhav, Sukruta",,,,,ndt180001,nambi thirumalai
MECO,4342,001,10,1,3,1,,,,,,,,,,0,"Molina, Stephen",,,,,,sxm163630,stephen molina
MIS,6334,001,,3,4,2,4,1,,,,,,,1,0,"Menon, Syam","Mishra, Sailendra P",,,,,sxm021300,syam menon
MKT,4380,001,,8,4,2,1,,,,,,,,,0,"Wu, Fang","Kasaian, Keyvan",,,,,fxw052000,fang wu
MKT,6380,501,,1,10,4,,,,,,,,,,0,"Nichols, Paul M",,,,,,pxn120030,paul nichols
OPRE,7353,001,,6,7,,1,1,,,,,,,,0,"Dawande, Milind",,,,,,milind,milind dawande
RMIS,3370,001,1,1,,4,4,1,1,,1,,1,,,1,"Richardson, Debra L",,,,,,dlr150330,debra richardson
BIOL,3320,002,1,3,2,3,2,1,1,,,,1,1,,0,"Hajeri, Vinita",,,,,,vxh151030,vinita hajeri
BIOL,3357,001,2,12,,,,,,,,,,,,1,"Wu, Zhuoru","Khekare, Prachi Prakash",,,,,zxw190014,zhuoru wu
MATH,2417,011,1,3,1,,1,2,,,,,,1,5,1,"Ahsan, Mohammad K",,,,,,mka120030,mohammad ahsan
NATS,3343,001,3,8,2,,1,1,,,,,,,,0,"Dorsey, Floyd Z",,,,,,fzd110020,floyd dorsey
PHYS,5322,001,,7,7,,,1,,,,,,,,0,"Stoneback, Russell A","Ferguson, Sarah W",,,,,rstoneba,russell stoneback
LIT,1301,501,,7,,,5,,,3,,,,,,0,"Walsh, Dennis P",,,,,,dpw031000,dennis walsh
RHET,1302,023,,4,,1,1,1,1,1,,2,1,,2,1,"Bovda, Alisa Y",,,,,,ayb091020,alisa bovda
ATCM,6300,001,,10,2,1,2,,,,,,,,,0,"Knight, Kim A",,,,,,kak102020,kim knight
BMEN,6321,001,,6,1,3,3,2,,,,,,,,0,"Ware, Taylor H",,,,,,thw090020,taylor ware
GISC,4382,501,,3,1,3,2,,1,2,1,,,,1,0,"Chastain, Bryan J","Shi, Fan",,,,,bjc062000,bryan chastain
LIT,3339,501,,9,6,,,,,,,,,,,0,"Hatfield, Charles D",,,,,,cxh074100,charles hatfield
MECH,4381,003,,4,3,4,4,,,,,,,,,0,"Hart, Robert A","Little, Ryan C","Upasham, Sayali S","Zare, Armin",,,rxh124630,robert hart
MECH,4381,004,,4,3,2,1,3,,2,,,,,,0,"Hart, Robert A","Little, Ryan C","Upasham, Sayali S","Zare, Armin",,,rxh124630,robert hart
MECH,4381,005,,1,4,5,4,,1,,,,,,,0,"Hart, Robert A","Little, Ryan C","Upasham, Sayali S","Zare, Armin",,,rxh124630,robert hart
ARTS,2350,501,,10,3,,,,,,,,,,2,1,"Loving, Emily",,,,,,exl097120,emily loving
ARTS,3311,001,,3,1,2,,3,1,1,2,,1,,2,0,"Copeland, Colette",,,,,,cxc132230,colette copeland
ARTS,3377,001,1,7,2,3,1,,,,,,,,1,1,"Waligore, Marilyn A",,,,,,waligore,marilyn waligore
ARTS,4368,001,6,10,,,,,,,,,,,,0,"Pomara, John",,,,,,pomara,john pomara
COMM,3320,001,,14,,1,,,,,,,,,1,0,"Lingo, Kathy A",,,,,,klingo,kathy lingo
HIST,3366,501,,11,,,3,,,,,,,1,,1,"Fischer, Anne G",,,,,,agf190000,anne fischer
HIST,6301,501,,2,5,4,4,,,,,,,,1,0,"Wright, Ben",,,,,,bxw151330,ben wright
MUSI,2317,002,,13,1,,,,,,,,1,,,1,"Medrick, Mary A",,,,,,mam017200,mary medrick
MUSI,3122,001,,16,,,,,,,,,,,,0,"Salisbury, Linda J",,,,,,ljs130230,linda salisbury
MUSI,3324,001,4,5,1,1,1,2,,,,,1,,1,0,"Durbin, Kelly",,,,,,kpdurbin,kelly durbin
RHET,1302,506,4,5,3,,1,,,1,,,,,2,0,"Ali, Shazia",,,,,,shazia,shazia ali
VPAS,3300,501,2,4,1,3,4,,,1,,,,,1,0,"Curchack, Fred",,,,,,curchack,fred curchack
COMD,7V82,001,,6,9,1,,,,,,,,,,0,"Goffman, Lisa A",,,,,,lag160930,lisa goffman
HCS,7320,001,,13,1,2,,,,,,,,,,0,"Abdi, Herve","Yu, Ju-Chi",,,,,herve,herve abdi
NSC,4353,105,6,7,2,,,,,,,,,,1,0,"Raboune, Siham","Lenert, Melissa E",,,,,sxr180071,siham raboune
PSY,3350,001,,6,,,3,3,2,1,,,,,,1,"Ulatowska, Hanna K",,,,,,hanna,hanna ulatowska
PSY,4359,501,1,6,,,5,,,2,,,,,2,0,"Rypma, Bart P","Himes, Lyndahl M",,,,,bpr061000,bart rypma
BMEN,1208,002,2,4,5,,,1,1,,1,,,,2,0,"Ardestani Khoubrouy, Soudeh","Ambike, Iravati M","Jones, Rachel F","Dsouza, Tania M",,,sxa074200,soudeh ardestani khoubrouy
BMEN,6330,001,,11,2,2,,1,,,,,,,,0,"Porter, Benjamin A",,,,,,bap061000,benjamin porter
BMEN,6371,501,,6,3,3,3,,,1,,,,,,0,"Pancrazio, Joseph J",,,,,,jjp150430,joseph pancrazio
BMEN,6394,001,,12,,2,,,,1,,,,,1,0,"Winter, Patrick M",,,,,,pxw151030,patrick winter
CE,3102,103,8,3,1,,,3,,1,,,,,,0,"Pitz, Jeanne","Azarang, Arian","Taghizadeh Alamdari, Nasim",,,,jxp133430,jeanne pitz
CE,3310,001,1,1,1,1,1,3,1,2,2,,1,,1,1,"Lee, Jeong-Bong","Abousaba, Mohammad F",,,,,jblee,jeong bong lee
CE,3311,001,,1,2,,2,2,2,1,3,1,2,,,0,Kenneth,"Jalalibidgoli, Farzaneh",,,,,kxo091000,kenneth
CE,4389,001,2,6,3,3,2,,,,,,,,,0,"Tacca, Marco","Zhang, Yunjie",,,,,mtacca,marco tacca
CS,6381,001,,9,5,2,,,,,,,,,,0,"Chandrasekaran, Ramaswamy","De, Partha",,,,,chandra,ramaswamy chandrasekaran
EECS,6331,001,,5,2,3,4,1,,1,,,,,,0,"Yurkovich, Stephen","Manickam, Anandha Natarajan",,,,,sxy111430,stephen yurkovich
EEDG,6304,001,,1,1,4,4,5,1,,,,,,,0,"Carrion Schaefer, Benjamin",,,,,,bxc162630,benjamin carrion schaefer
EPCS,3200,001,,9,2,,4,,,1,,,,,,0,"Bennett, Terrell R",,,,,,trb052000,terrell bennett
MECH,4381,001,,2,4,6,3,1,,,,,,,,0,"Hart, Robert A","Little, Ryan C","Upasham, Sayali S","Fadda, Dani Z",,,rxh124630,robert hart
MECH,4381,002,,3,2,4,6,,,1,,,,,,0,"Hart, Robert A","Little, Ryan C","Upasham, Sayali S","Fadda, Dani Z",,,rxh124630,robert hart
MECH,4381,006,,1,5,3,7,,,,,,,,,0,"Hart, Robert A","Little, Ryan C","Upasham, Sayali S","Zare, Armin",,,rxh124630,robert hart
MECH,4381,007,,1,6,6,3,,,,,,,,,0,"Hart, Robert A","Little, Ryan C","Upasham, Sayali S","Ouyang, Hui",,,rxh124630,robert hart
MECH,6309,001,,6,5,3,1,1,,,,,,,,0,"Park, Wooram",,,,,,wxp103020,wooram park
MSEN,6381,001,,9,3,3,1,,,,,,,,,0,"Cho, Kyeongjae",,,,,,kxc067000,kyeongjae cho
SE,3340,006,,2,,,6,,,7,,,1,,,0,"Goodrum, Richard A",,,,,,rag150330,richard goodrum
SE,6329,MS1,,8,6,1,,,,,,,,,1,0,"Nguyen, Tien N",,,,,,tnn160630,tien nguyen
SE,6361,MS1,,12,2,1,,,,1,,,,,,0,"Oladimeji, Ebenezer A",,,,,,eao015100,ebenezer oladimeji
EPPS,6323,001,,11,,,5,,,,,,,,,0,"Ho, Karl",,,,,,kxh022100,karl ho
GEOG,2302,001,7,,1,1,2,3,,,1,1,,,,0,"Cummings, Anthony R","Liau, Yan-Ting",,,,,arc131030,anthony cummings
GISC,3304,001,1,7,,3,2,,,,,,1,,1,1,"Dean, Denis J",,,,,,djd081000,denis dean
GOVT,2107,0W1,1,2,1,2,2,,1,1,2,,1,1,2,0,"Lowe, Evan",,,,,,exl171930,evan lowe
PA,6387,0W1,,3,3,3,2,1,,3,,,,,1,0,"Packard, Christopher J",,,,,,,christopher packard
PPPE,6301,001,,5,3,2,3,2,,1,,,,,,0,"Bunte, Jonas B",,,,,,jbb130330,jonas bunte
PSCI,4V67,HN1,14,1,1,,,,,,,,,,,0,"Kirby, Barbara E",,,,,,,barbara kirby
ED,3345,501,,5,6,,4,1,,,,,,,,0,"McNulty, Angela B",,,,,,mcnulty,angela mcnulty
ED,4363,501,1,4,2,3,3,2,,,,,,,1,0,"Ross, Alyssa N",,,,,,anr161130,alyssa ross
ACCT,6370,501,,4,9,3,,,,,,,,,,0,"Sutton, Walter L","Hoang, Quynh M",,,,,wls015100,walter sutton
ACCT,6382,501,,8,3,3,2,,,,,,,,,0,"Mauriello, Joseph A","Truong, Timothy T",,,,,jam151430,joseph mauriello
BUAN,6356,502,,2,4,4,2,1,1,,,,,,1,1,"Chatterjee, Sourav","Jadhav, Sharvari Vikas",,,,,sxc180075,sourav chatterjee
FERM,6319,FS1,,3,2,3,,4,2,1,,,,,,1,"Ma, Liping",,,,,,lxm133730,liping ma
FIN,3320,5E1,2,2,2,1,2,1,1,,2,,,,3,0,"Kaur, Dupinderjeet",,,,,,dxk110730,dupinderjeet kaur
ITSS,4V95,002,3,4,4,1,2,,,2,,,,,,0,"Hansen, Atanas Y","Zhu, Wangsheng",,,,,ayt061000,atanas hansen
MIS,6346,001,,5,3,2,4,,,1,,,,,1,0,"Bradbury, Judd D","Singh, Ayush K","Shah, Bhavin A",,,,jdb101000,judd bradbury
BIOL,3102,003,1,1,3,2,,2,1,,1,3,,2,,0,"Sarcar, Subha N",,,,,,sns064000,subha sarcar
CHEM,1111,120,,8,1,1,1,2,1,,,,1,,1,0,"Hashami, Zohreh","Shaffer, Joy",,,,,zxh088000,zohreh hashami
CHEM,2123,123,6,5,,1,,,,1,,,,,,3,"Panapitiya, Nimanka P","Liyanaarachchi, Sureshee M",,,,,npp081000,nimanka panapitiya
GEOS,1103,103,1,1,4,4,,3,1,2,,,,,,0,"Griffin, William R",,,,,,griffin,william griffin
MATH,2417,HN1,6,8,,,1,,1,,,,,,,0,"Ramakrishna, Viswanath","Rakotomalala, Diarisoa Mihaja Andriamanisa",,,,,vish,viswanath ramakrishna
MATH,6313,001,,5,1,2,4,1,,1,,,,,1,1,"Minkoff, Susan E",,,,,,sem120030,susan minkoff
UNIV,1100,004,,11,2,,2,,,,,,,,1,0,"Welgehausen, Eric C",,,,,,ericw,eric welgehausen
RHET,1302,0H6,,8,3,2,1,1,,,,,,1,,0,"Hamilton, Cristen",,,,,,cch073000,cristen hamilton
HLTH,4380,0W1,4,7,1,,1,1,1,,1,,,,,0,"Isham, Stephanie","Edwards, Christopher W",,,,,sisham,stephanie isham
ACN,6373,001,,7,2,3,2,,,,,,,,1,1,"Overzet, Kathryn M",,,,,,kmo053000,kathryn overzet
HIST,4378,001,1,6,3,3,,1,,,,,,,2,0,"Klimchock, Carolee",,,,,,,carolee klimchock
ARTS,1316,007,2,4,1,3,1,2,1,1,1,,,,1,0,"Ishii, Sara T",,,,,,,sara ishii
ARTS,1316,501,,6,,,5,,,,,,2,,1,3,"Lacy, Mary E",,,,,,mel024000,mary lacy
ARTS,3368,001,,14,,1,2,,,,,,,,,0,"Lapthisophon, Stephen M",,,,,,sxl043100,stephen lapthisophon
DANC,3342,091,15,,,,1,,,1,,,,,,0,"Owens, Misty",,,,,,mxo122530,misty owens
FILM,3325,501,,1,2,4,2,4,1,,2,1,,,,0,"Petty, John E",,,,,,jep140330,john petty
MUSI,2315,002,10,3,2,,,,,,,,,,1,1,"Wilder, James E",,,,,,jew042000,james wilder
MUSI,2317,003,4,5,3,3,,,,,,,,,1,1,"Parsoneault, Catherine",,,,,,cxp160030,catherine parsoneault
MUSI,2319,001,2,11,,,,,,1,,,,1,1,1,"Durbin, Kelly",,,,,,kpdurbin,kelly durbin
MUSI,2319,002,3,7,1,2,3,,,,,,,,,1,"Durbin, Kelly",,,,,,kpdurbin,kelly durbin
RHET,1302,020,1,3,4,4,2,1,1,,,,,,1,0,"Sinckler, Robin",,,,,,rxs150131,robin sinckler
RHET,1302,0H4,,4,1,2,2,2,3,1,,,,,1,1,"Hamilton, Cristen",,,,,,cch073000,cristen hamilton
SPAN,2311,002,6,2,2,2,3,1,,,1,,,,,0,"Malouf, Maria",,,,,,mxm180084,maria malouf
SPAN,3330,001,11,4,1,,,1,,,,,,,,0,"Camacho-Guardado, Lorena",,,,,,lxc163230,lorena camacho guardado
SPAN,3365,001,4,4,5,1,2,,,,,,,,,1,"Camacho-Guardado, Lorena",,,,,,lxc163230,lorena camacho guardado
ATCM,1100,003,13,2,,1,1,,,,,,,,,0,"Scott, Andrew F","Gutierrez, Alejandra","Henderson, Kelley A",,,,afs140330,andrew scott
ATCM,4365,001,,6,3,2,1,,1,2,,,,,1,1,"Christopher, Timothy V",,,,,,khimbar,timothy christopher
COMD,6307,001,,16,,,1,,,,,,,,,0,"Maguire, Mandy",,,,,,mjm053000,mandy maguire
