Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,Subject,Catalog Nbr,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,NF,CR,I,NC,P,W,instructor_id,instructor_name_normalized
"Semper, William J","Lagrone, Travis C",,,,,CS,3341,HON,,11,4,7,1,3,5,4,,,,,,,,,,,0,wjs130130,william semper
"Gelb, Lev D",,,,,,ENGR,3341,005,1,8,1,2,7,2,3,7,4,,4,,,,,,,,5,ldg102020,lev gelb
"Veerasamy, Jeyakesavan","Razo Razo, Miguel A",,,,,CS,4485,002,4,57,3,3,4,1,,,,,,,2,,,,,,0,veerasam,jeyakesavan veerasamy
"Hays, Seth A","Ammanamanchi, Manasvini",,,,,BMEN,3330,001,1,4,4,3,1,,1,1,,1,,1,,,,,,,1,sxh129730,seth hays
"Vogel, Don G",,,,,,CS,1136,601,28,7,5,1,3,4,1,1,,,,,7,,,,,,1,dgv130030,don vogel
"Vogel, Don G",,,,,,CS,1136,111,29,6,,1,3,,3,,,,3,,2,,,,,,1,dgv130030,don vogel
"Shields, Charles O",,,,,,CS,1336,011,3,10,6,6,4,4,7,1,,2,2,4,2,,,,,,1,cshields,charles shields
"Davis, Chris I",,,,,,CS,1336,008,1,2,12,9,6,6,4,5,2,1,1,2,,,,,,,1,cid021000,chris davis
"Perkins, Stephen J",,,,,,CS,1337,502,3,6,4,4,2,3,4,3,2,1,1,1,4,,,,,,1,sxp127930,stephen perkins
"Nouroz Borazjany, Mehra",,,,,,CS,2336,501,20,8,10,3,2,4,2,2,2,,1,1,5,,,,,,0,mxn143230,mehra borazjany
"Yuruk, Nurcan","Huang, Hongyao",,,,,CS,6360,003,,20,17,18,6,2,1,,,,,,,,,,,,0,nxy140530,nurcan yuruk
"Farago, Andras","Xu, Rupei",,,,,CS,6385,001,,23,,,4,,,,,,,,,,,,,,0,farago,andras farago
"Farago, Andras","Xu, Rupei",,,,,TE,6385,001,,4,1,,1,,,,,,,,,,,,,,0,farago,andras farago
"Vogel, Don G",,,,,,CS,1136,113,27,6,5,1,2,2,,2,,,2,,2,,,,,,1,dgv130030,don vogel
"Zalila-Wenkstern, Rym",,,,,,SE,6329,001,,5,,1,1,3,,,,,,,,,,,,,0,rmili,rym zalila wenkstern
"Raichel, Benjamin A","Shah, Swair Rajesh",,,,,CS,6363,004,,6,10,10,3,4,3,,,,,,,,,,,,1,bar150630,benjamin raichel
"Becker, Eric W","Shah, Trusit Sandipbhai","Cao, Tri M",,,,CS,4141,103,8,7,2,1,1,,,,,,,,,,,,,,0,ewb160130,eric becker
"Becker, Eric W","Shah, Trusit Sandipbhai","Cao, Tri M",,,,CS,4141,104,8,6,3,2,,1,,,,,,,,,,,,,0,ewb160130,eric becker
"Kehtarnavaz, Nasser","Taghizadeh Alamdari, Nasim","Dawar, Neha",,,,EE,3102,103,5,3,1,1,2,1,,,1,,,1,,,,,,,0,nxk019000,nasser kehtarnavaz
"Busso Recabarren, Carlos A","Jha, Sumit",,,,,ENGR,2300,006,2,5,4,8,3,1,4,2,1,,1,,8,,,,,,6,cxb093000,carlos busso
"Romero-Ortega, Mario I",,,,,,BMEN,7188,001,,14,2,1,2,2,,,,,,,,,,,,,0,mir140030,
"Lu, Hongbing","Rostami, Saman",,,,,MECH,2120,103,5,8,2,2,2,,,,1,,,,,,,,,,0,hxl101000,hongbing lu
"Lu, Hongbing","Chen, Huiluo",,,,,MECH,2120,104,3,11,4,3,,,1,,,,,,,,,,,,0,hxl101000,hongbing lu
"Chabal, Yves J","Shafiq, Natis Z","Rahman, Rezwanur",,,,MECH,3360,001,7,8,2,7,12,10,7,3,2,3,,,2,,,,,,0,yjc072000,yves chabal
"Hassanipour, Fatemeh","Aliakbari Miyanmahaleh, Mohammad",,,,,MECH,3370,001,7,11,,8,12,8,7,2,3,,,,1,,,,,,1,fxh091000,fatemeh hassanipour
"Myers, Kathleen","Lee, Chong Jin N","Shihabeddin, Tarik",,,,BMEN,1100,101,3,3,2,3,1,1,1,,1,,,,1,,,,,,0,kxm156530,kathleen myers
"Myers, Kathleen","Shihabeddin, Tarik","Lee, Chong Jin N","Li, Shichang",,,BMEN,1100,102,2,2,1,4,,,,,2,,1,,1,,,,,,1,kxm156530,kathleen myers
"Meyer, Clark A","Qin, Zhiyang",,,,,BMEN,1100,104,2,4,3,,4,1,,,1,,,,,,,,,,0,cam140130,clark meyer
"Myers, Kathleen","Li, Shichang","Wijesinghe, Udumbara C",,,,BMEN,1100,105,1,2,2,1,4,,1,,,,,1,3,,,,,,0,kxm156530,kathleen myers
"Meyer, Clark A","Wijesinghe, Udumbara C",,,,,BMEN,1100,103,2,5,5,2,1,,,1,,,,,,,,,,,0,cam140130,clark meyer
"Myers, Kathleen","Li, Shichang","Wijesinghe, Udumbara C",,,,BMEN,1100,106,2,4,4,2,2,,,,,,,,1,,,,,,1,kxm156530,kathleen myers
"Winter, Patrick M","Rihani, Rashed T",,,,,BMEN,3320,002,6,14,1,6,1,5,2,4,4,1,1,1,3,,,,,,0,pxw151030,patrick winter
"Ali, Tariq M","Chung, Yu-Yen",,,,,BMEN,3120,105,2,5,2,,3,,,,,,,,,,,,,,0,tma051000,tariq ali
"Gregg, Robert D","Yeatman, Mark R",,,,,BMEN,4310,002,3,3,4,8,9,9,6,2,,,1,,,,,,,,0,rdg130030,robert gregg
"Pacheco, Joe","Sanchez, Camilo A","Tai, Haowei",,,,BMEN,4110,102,2,1,3,,6,1,,1,,,,,1,,,,,,1,jxp142030,
"Ardestani Khoubrouy, Soudeh","Tai, Haowei",,,,,BMEN,4110,103,3,1,1,3,2,2,1,3,1,,,,,,,,,,0,sxa074200,soudeh khoubrouy
"Ardestani Khoubrouy, Soudeh","Suhas Bharadwaj, FNU",,,,,BMEN,4110,104,2,2,2,1,2,3,1,1,2,,,,,,,,,,0,sxa074200,soudeh khoubrouy
"Polk, Todd W","Upasham, Sayali S",,,,,BMEN,4389,001,,7,4,1,,,,1,,,,,,,,,,,0,twp017000,todd polk
"Auciello, Orlando H",,,,,,BMEN,6V87,001,,1,8,5,2,,,,,,,,,,,,,,0,oha120030,orlando auciello
"Schmidtke, David W",,,,,,BMEN,6345,001,,12,1,,3,,,,,,,,,,,,,,0,dws140430,david schmidtke
"Favors, Crystal N",,,,,,ECS,1100,001,27,5,4,1,1,,1,,,,,,10,,,,,,0,cnf150030,
"Freeman, Brenda","Alexander, Sky A",,,,,ECS,1100,002,25,7,2,7,2,,6,2,,2,1,,4,,,,,,1,brf160230,
"Favors, Crystal N",,,,,,ECS,1100,004,26,8,6,2,1,,,3,1,,,,3,,,,,,1,cnf150030,
"Lewis, Racine N",,,,,,ECS,1100,003,42,8,3,1,,,,,,,1,1,3,,,,,,1,rnr130230,
"Freeman, Brenda",,,,,,ECS,1100,005,25,6,3,4,4,1,2,1,1,1,1,,1,,,,,,0,brf160230,
"Croasdale Woudwyk, Andrea",,,,,,ECS,1100,006,27,5,3,3,,,1,,1,,,,,,,,,,0,axc169230,andrea croasdale woudwyk
"Brown, Joshua","Alexander, Sky A",,,,,ECS,1100,008,26,6,9,3,1,,,,,,,,,,,,,,1,jxb165130,
"Williams, Jaleah",,,,,,ECS,1100,009,9,16,,3,1,3,4,,2,,1,1,2,,,,,,2,jxw161630,jaleah williams
"Marroquin, Irene",,,,,,ECS,1100,010,8,5,7,6,4,4,1,1,1,2,,3,7,,,,,,0,ixm033000,irene marroquin
"Stewart, Mary A",,,,,,ECS,1100,011,31,2,2,3,1,3,,2,,2,,1,2,,,,,,1,mas051000,
"Marroquin, Irene",,,,,,ECS,1100,012,18,1,4,4,1,3,,1,1,2,,,2,,,,,,0,ixm033000,irene marroquin
"Favors, Crystal N",,,,,,ECS,1100,013,16,4,4,1,3,3,2,2,1,,,,3,,,,,,0,cnf150030,
"Payne, Laura E",,,,,,ECS,1100,014,14,15,1,1,3,,,2,2,,2,,,,,,,,0,lep170330,laura payne
"Wilson, Shirley S",,,,,,ECS,1100,015,37,5,6,2,1,2,2,2,1,1,,,1,,,,,,0,ssw130030,shirley wilson
"Brown, Joshua","Wilson, Shirley S",,,,,ECS,1100,017,18,2,5,2,2,6,1,1,2,,,,5,,,,,,0,jxb165130,
"Williams, Jaleah",,,,,,ECS,1100,018,29,18,,7,2,2,,1,1,,,,,,,,,,0,jxw161630,jaleah williams
"Payne, Laura E",,,,,,ECS,1100,501,26,8,7,1,2,2,,,,,,,,,,,,,1,lep170330,laura payne
"Marroquin, Irene",,,,,,ECS,1100,502,12,10,9,4,3,2,1,,,,2,2,4,,,,,,0,ixm033000,irene marroquin
"Minden, Alixandre R","Eslamijam, Mona",,,,,SYSM,6301,001,,5,9,8,2,2,1,,,,,,,,,,,,0,arm130430,minden alixandre
"Glauser, Janece B",,,,,,ECS,3390,0H7,,12,3,1,2,,,1,,,,,,,,,,,0,jbg130030,janece glauser
"Crowder, Wade A",,,,,,ECS,3390,502,2,6,5,4,1,,,,,,,,1,,,,,,0,wac010100,wade crowder
"Willson, James K","Liu, Jie",,,,,CS,4349,HON,1,7,3,5,3,3,,,,,,,1,,,,,,1,jkw053000,james willson
"Farago, Andras","Karki, Dipendra",,,,,CS,4390,002,,17,9,17,11,,,3,,,,,,,,,,,0,farago,andras farago
"Lee, Jung S","Wang, Zhengyang",,,,,ENGR,3300,503,,7,1,1,5,,2,3,5,2,6,,1,,,,,,0,jls032000,jung lee
"Saquib, Mohammad",,,,,,ENGR,3341,004,1,12,6,5,11,1,2,5,1,,,,4,,,,,,1,saquib,mohammad saquib
"McMahan, Ryan P","Hu, Xinyu",,,,,CS,6334,001,,24,4,1,,,,,,,,,,,,,,,0,rpm120130,ryan mcmahan
"Khan, Latifur R","Gao, Yang",,,,,CS,6350,001,,20,24,31,18,,,,,,,,,,,,,,1,lkhan,latifur khan
"Yuruk, Nurcan","Dakle, Parag Pravin",,,,,CS,6314,001,,41,14,9,1,,,,,,,,,,,,,,0,nxy140530,nurcan yuruk
"Yuruk, Nurcan","Dakle, Parag Pravin","Li, Yi",,,,CS,6314,002,,24,19,12,4,,,,,,,,,,,,,,0,nxy140530,nurcan yuruk
"Balakrishna, Mithun","Chen, Yuqiao",,,,,CS,6314,501,,20,13,8,3,4,2,,,,,,,,,,,,0,mxb026000,mithun balakrishnan
"Ates, Keven L",,,,,,CS,6315,501,,38,,,7,,,,,,,,,,,,,,1,atescomp,keven ates
"Semper, William J","Tong, Guangmo","Taghavi Nasrabadi, Afshin",,,,CS,6313,001,,35,13,27,3,5,,,,,,,,,,,,,0,wjs130130,william semper
"Farago, Andras","Karki, Dipendra",,,,,CE,4390,002,,4,3,1,3,1,1,,,,,,,,,,,,0,farago,andras farago
"Lin, Zhiqiang","Wang, Xiaoyu",,,,,CS,6332,501,,15,,1,,,,,,,,,1,,,,,,0,zxl111930,zhiqiang lin
"Kehtarnavaz, Nasser","Karadagur Ananda Reddy, Chandan","Dawar, Neha",,,,EE,3102,104,8,1,,1,1,1,1,,,,,,1,,,,,,0,nxk019000,nasser kehtarnavaz
"Prabhakaran, Balakrishnan",,,,,,CS,6331,001,,8,12,10,1,,1,,,,,,1,,,,,,0,praba,balakrishnan prabhakaran
"Guo, Xiaohu","Ni, Saifeng",,,,,CS,6323,001,,10,5,2,,3,1,1,,,,,,,,,,,0,xxg061000,xiaohu guo
"Kehtarnavaz, Nasser","Ganguly, Anshuman","Dawar, Neha",,,,EE,3102,105,4,4,,1,,1,,,1,,,,,,,,,,1,nxk019000,nasser kehtarnavaz
"Fishwick, Paul",,,,,,CS,6328,001,,17,1,,,,,,,,,,,,,,,,0,pxf130430,paul fishwick
"Semper, William J",,,,,,CS,1336,015,,19,6,6,10,11,6,12,2,,,,1,,,,,,2,wjs130130,william semper
"Wang, Jun","Jahanandish, Mohammadhassan",,,,,BMEN,3325,001,2,6,3,1,7,3,2,,,,,,,,,,,,0,jxw130130,jun wang
"Becker, Eric W","Shah, Trusit Sandipbhai","Cao, Tri M",,,,CS,4141,105,7,9,3,1,,,,,,,,,,,,,,,0,ewb160130,eric becker
"Becker, Eric W","Shah, Trusit Sandipbhai","Cao, Tri M",,,,CS,4141,106,5,2,1,1,2,2,,,,,,,,,,,,,4,ewb160130,eric becker
"Prakash, Ravi","Samiei, Aliehsan",,,,,CS,4348,HON,3,6,4,4,2,1,,,,,,,1,,,,,,0,ravip,ravi prakash
"Christiansen, Michael G",,,,,,CS,1200,004,2,11,14,4,6,1,2,,,,,1,,,,,,,0,mgc013000,michael christiansen
"Christiansen, Michael G",,,,,,CS,1200,003,3,9,18,5,5,,1,1,,,,,,,,,,,0,mgc013000,michael christiansen
"McMahan, Timothy",,,,,,CS,1200,001,5,13,11,4,1,1,,,,,,,1,,,,,,0,txm173230,timothy mcmahan
"Cole, John",,,,,,CS,1200,006,,18,,,8,,,,,,,,2,,,,,,0,jxc064000,john cole
"Christiansen, Michael G",,,,,,CS,1200,005,3,12,11,6,2,,1,1,,,,,,,,,,,0,mgc013000,michael christiansen
"Cole, John",,,,,,CS,1200,007,1,15,,,6,1,,,,,,,1,,,,,,1,jxc064000,john cole
"Christiansen, Michael G",,,,,,CS,1200,002,3,23,10,2,1,1,1,,,,,,,,,,,,0,mgc013000,michael christiansen
"Arnold, Gordon L",,,,,,CS,1200,008,4,6,10,12,3,3,,1,2,,,,1,,,,,,0,gxa120930,gordon arnold
"Arnold, Gordon L",,,,,,CS,1200,009,8,8,5,4,1,3,4,2,,,,,1,,,,,,1,gxa120930,gordon arnold
"Page, Ivor",,,,,,CS,1200,HON,17,9,1,2,,,,,,,,,,,,,,,0,ivor,ivor page
"Culver, Timothy L","Kadiyala, Krishna P",,,,,CS,6301,501,,37,9,1,,,,,,,,,,,,,,,0,tlc130230,timothy culver
"Brandenburg, Jonathan C",,,,,,CS,1336,502,5,7,9,3,7,5,1,6,2,,4,,1,,,,,,2,jcb011200,jonathan brandenburg
"Anderson, William C","Wang, Chao",,,,,MECH,3315,001,1,11,24,21,11,3,1,,1,,,,1,,,,,,1,wca140030,william anderson
"Ardestani Khoubrouy, Soudeh","Sanchez, Camilo A",,,,,BMEN,4110,105,9,3,2,1,1,1,1,,,,,,,,,,,,0,sxa074200,soudeh khoubrouy
"Ardestani Khoubrouy, Soudeh","Park, Jinkyu",,,,,EE,3302,502,5,4,,5,1,5,2,4,4,1,3,,2,,,,,,2,sxa074200,soudeh khoubrouy
"Ardestani Khoubrouy, Soudeh","Park, Jinkyu",,,,,CE,3302,502,,2,1,2,3,3,1,2,4,,,,3,,,,,,0,sxa074200,soudeh khoubrouy
"Gogate, Vibhav G","Roy, Chiradeep",,,,,CS,4365,001,11,14,7,5,8,6,4,4,1,1,1,1,3,,,,,,4,vxg112130,vibhav gogate
"Arnold, Gordon L",,,,,,CS,1200,010,2,4,8,2,10,2,1,3,1,,,,2,,,,,,0,gxa120930,gordon arnold
"Ouyang, Hui","Aliakbari Miyanmahaleh, Mohammad",,,,,MECH,3310,001,4,4,11,13,9,5,7,2,1,,,,,,,,,,0,hxo150330,hui ouyang
"Vogel, Don G",,,,,,CS,1136,112,30,6,,1,3,4,,,,,,,1,,,,,,2,dgv130030,don vogel
"Vogel, Don G",,,,,,CS,1136,115,39,5,5,4,6,3,3,2,1,,3,,2,,,,,,2,dgv130030,don vogel
"Nagar, Anurag","Wang, Wubing",,,,,CS,6350,002,,17,11,11,2,,,,,,,,,,,,,,0,axn112530,anurag nagar
"Nagar, Anurag","Wang, Zhuoyi",,,,,CS,6375,501,,22,22,18,3,,,,,,,,,,,,,,0,axn112530,anurag nagar
"Glauser, Janece B",,,,,,ECS,3390,0H8,,9,5,2,3,,,,,,,,,,,,,,0,jbg130030,janece glauser
"Cole, John",,,,,,CS,1200,011,,24,2,,11,,,2,,,,,2,,,,,,0,jxc064000,john cole
"Oladimeji, Ebenezer A",,,,,,CS,1337,503,2,12,5,2,7,3,,3,1,,,,1,,,,,,0,eao015100,ebenezer oladimeji
"Paulk, Mark C",,,,,,CS,1336,503,12,11,4,9,10,7,2,4,,2,1,2,5,,,,,,4,mcp130030,mark paulk
"Willson, James K",,,,,,CS,2305,003,2,11,4,2,4,3,1,3,1,2,4,,3,,,,,,2,jkw053000,james willson
"Debroy, Vidroha",,,,,,CS,2336,503,3,15,12,6,8,3,4,1,,2,2,,2,,,,,,0,vxd024000,vidroha debroy
"Ardestani Khoubrouy, Soudeh","Lee, Chong Jin N",,,,,BMEN,1100,107,2,2,6,2,2,,1,,,,,,,,,,,,0,sxa074200,soudeh khoubrouy
"Polk, Todd W","Pacheco, Joe","Upasham, Sayali S",,,,BMEN,4388,003,,3,3,3,1,,,,,,,,,,,,,,0,twp017000,todd polk
"Thompson, Laurie A",,,,,,CS,1336,006,,6,7,9,10,2,2,1,3,1,1,1,5,,,,,,2,lthomp,laurie thompson
"Libby, Lee L",,,,,,ECS,3390,5H1,,3,5,3,4,2,,,2,,,,,,,,,,0,llibby,lee libby
"Vogel, Don G",,,,,,CS,1136,114,26,5,3,2,8,3,1,2,,,2,,8,,,,,,2,dgv130030,don vogel
"Minden, Alixandre R",,,,,,SYSM,6304,001,,12,6,4,2,,1,,,,,,,,,,,,0,arm130430,minden alixandre
"Wallace, Robert M",,,,,,MSEN,6319,001,,5,2,3,3,4,2,1,,,,,,,,,,,0,rmw031000,robert wallace
"Payne, Laura E",,,,,,ECS,1100,019,13,15,2,5,1,3,1,,,4,,1,4,,,,,,0,lep170330,laura payne
"Freeman, Brenda",,,,,,ECS,1100,020,19,8,11,2,1,1,,,1,,1,,5,,,,,,0,brf160230,
"Choudhary, Pankaj K","Kotinkaduwe Rankothgedara, Lak Nilusha K",,,,,CS,6313,002,,6,5,7,8,1,3,,,,,,1,,,,,,1,pkc022000,pankaj choudhary
"Rios, Oziel","Sadeh, Sepehr",,,,,MECH,3105,103,,3,4,1,4,7,,2,5,,,,1,,,,,,0,oxr106020,oziel rios
"Qian, Dong","Wang, Yang",,,,,MECH,6351,001,,29,7,1,1,,,,,,,,,,,,,,0,dxq120430,dong qian
"Wilt, James C",,,,,,ECS,3361,004,,6,29,15,20,18,5,3,3,,,,,,,,,,0,jcw140130,james wilt
"Lu, Hongbing","Chen, Huiluo",,,,,MECH,2120,105,2,6,7,,1,1,,2,1,1,,,,,,,,,0,hxl101000,hongbing lu
"Wilt, James C",,,,,,MECH,2310,501,,,3,1,8,2,5,3,7,3,2,,4,,,,,,2,jcw140130,james wilt
"Coleman, Amanda R",,,,,,ECS,3390,5H5,,10,3,,1,3,1,1,,,,,,,,,,,0,axc173630,
"Hu, Yang","Ganguly, Anshuman",,,,,EE,3102,106,,8,,,3,,,,,,,,,,,,,,1,yxh177430,yang hu
"Tamil, Lakshman",,,,,,ENGR,2300,005,10,10,11,6,2,1,1,,,,,,2,,,,,,0,laxman,lakshman tamil
"Saad, Ricardo E","Metwaly Saad, Hussein M",,,,,ENGR,3300,005,8,2,6,2,2,4,3,3,4,,4,3,4,,,,,,0,rsaad,ricardo saad
"Saad, Ricardo E","Metwaly Saad, Hussein M",,,,,ENGR,3300,006,8,2,3,3,1,7,2,,4,,1,3,5,,,,,,2,rsaad,ricardo saad
"Overzet, Lawrence","Wang, Zhengyang",,,,,EE,4391,001,1,7,,2,6,,1,1,,,,,4,,,,,,0,overzet,lawrence overzet
"Bhatia, Dinesh","Goswami, Pingakshya",,,,,EEDG,6370,501,,7,5,8,9,6,,1,,,,,,,,,,,0,dinesh,dinesh bhatia
"Heins, Matthew S","Yao, Haohan",,,,,EERF,7V89,501,,10,5,2,4,,,,,,,,,,,,,,0,msh130130,matthew heins
"Ali, Mohammed Z","Akbar, Md Navid",,,,,ENGR,3341,006,4,19,1,7,6,,1,8,,,,,,,,,,,0,mohammed,ali mohammed
"Minden, Alixandre R","Eslamijam, Mona",,,,,SYSM,6326,001,,3,1,2,,,,,,,,,,,,,,,0,arm130430,minden alixandre
"Vidyasagar, Mathukumalli",,,,,,EECS,6323,001,,5,5,1,,,,1,,,,,,,,,,,0,mxv091000,mathukumalli vidyasagar
"Cole, John","Crain, Jon A",,,,,CS,6326,001,,11,4,,17,4,,1,,,,,1,,,,,,0,jxc064000,john cole
"Sarac, Kamil","Yousefpour, Ashkan",,,,,CS,6349,001,,10,6,7,4,,,1,,,,,,,,,,,0,kxs028100,kamil sarac
"Sarac, Kamil","Ozarslan, Omer F",,,,,CS,6390,001,,12,7,7,4,,,1,,,,,,,,,,,0,kxs028100,kamil sarac
"Marcus, Andrian","Chaparro Arenas, Oscar Javier",,,,,CS,6356,001,,3,9,,,,,,,,,,,,,,,,0,axm141731,andrian marcus
"Du, Ding Z","Tong, Guangmo",,,,,CS,6382,001,,9,1,3,1,,,,,,,,,,,,,,0,dxd056000,ding zhu du
"McMahan, Timothy",,,,,,CS,1200,013,14,8,7,2,2,,,1,,,,,3,,,,,,0,txm173230,timothy mcmahan
"Doore, Karen L",,,,,,CS,1334,002,2,14,7,7,23,2,1,2,1,,1,,1,,,,,,3,kld054000,karen doore
"Doore, Karen L",,,,,,CS,1335,003,3,22,10,5,14,1,,3,,1,,,3,,,,,,0,kld054000,karen doore
"Thompson, Laurie A",,,,,,CS,1336,014,2,7,8,4,7,3,3,3,2,2,3,4,12,,,,,,2,lthomp,laurie thompson
"Thompson, Laurie A",,,,,,CS,1336,009,1,3,2,2,10,9,1,3,1,2,2,2,9,,,,,,4,lthomp,laurie thompson
"Brandenburg, Jonathan C",,,,,,CS,1336,002,6,9,5,7,6,6,2,3,4,,3,,,,,,,,3,jcb011200,jonathan brandenburg
"Brandenburg, Jonathan C",,,,,,CS,1336,001,8,9,2,6,9,4,2,5,4,,1,,4,,,,,,1,jcb011200,jonathan brandenburg
"Oladimeji, Ebenezer A",,,,,,CS,1337,505,2,11,2,3,7,3,1,3,,,,,2,,,,,,2,eao015100,ebenezer oladimeji
"Perkins, Stephen J",,,,,,CS,1337,504,2,8,3,1,2,6,4,1,1,2,2,,5,,,,,,2,sxp127930,stephen perkins
"Sudborough, Ivan H",,,,,,CS,2305,HN1,3,8,4,2,4,2,1,1,1,,1,,1,,,,,,1,hal,hal sudborough
"Fadda, Dani Z",,,,,,MECH,1208,001,,11,13,6,9,4,3,,,,,,2,,,,,,0,dzf091000,dani fadda
"Ali, Tariq M","Honari, Arvin",,,,,BMEN,3120,106,,6,1,3,1,,,1,,,,,,,,,,,0,tma051000,tariq ali
"Smith, Jason W",,,,,,CS,2336,004,8,9,5,6,11,1,3,3,2,1,3,,10,,,,,,6,jws130830,jason smith
"Jue, Jason",,,,,,CS,3305,001,3,12,13,8,9,8,7,6,1,,2,,2,,,,,,6,jjue,jason jue
"Mazidi, Karen J","Torabi, Behnam",,,,,CS,3340,502,6,14,17,14,10,4,2,1,,,1,,2,,,,,,0,kjm160430,karen mazidi
"Khan, Ziaullah","Shams, Shahab","Kadiyala, Krishna P","Chaparro Arenas, Oscar Javier",,,CS,3345,501,10,6,4,7,11,3,4,4,,,,,,,,,,,2,kkhan,ziaullah khan
"Khan, Ziaullah","Shams, Shahab","Kadiyala, Krishna P","Chaparro Arenas, Oscar Javier",,,CE,3345,501,1,1,1,1,4,,1,1,,,1,,,,,,,,0,kkhan,ziaullah khan
"Khan, Ziaullah","Shams, Shahab","Kadiyala, Krishna P","Chaparro Arenas, Oscar Javier",,,SE,3345,501,1,1,1,3,1,2,1,2,,,,,,,,,,,0,kkhan,ziaullah khan
"Wei, Shiyi","Florez Fandino, Juan Manuel",,,,,CS,3354,004,3,6,5,2,6,1,2,2,,1,,,,,,,,,1,sxw174630,shiyi wei
"Paulk, Mark C","Florez Fandino, Juan Manuel",,,,,CS,3354,501,,6,8,2,8,2,1,1,2,,,,,,,,,,1,mcp130030,mark paulk
"Wei, Shiyi","Florez Fandino, Juan Manuel",,,,,CE,3354,004,1,2,,1,3,1,2,,,1,,,,,,,,,0,sxw174630,shiyi wei
"Becker, Eric W","Shah, Trusit Sandipbhai","Cao, Tri M",,,,CS,4141,601,4,8,2,2,1,1,2,,,,,,,,,,,,0,ewb160130,eric becker
"Brandenburg, Jonathan C","Wang, Wubing",,,,,CS,3377,002,5,6,6,4,3,5,2,4,,,2,,2,,,,,,1,jcb011200,jonathan brandenburg
"Becker, Eric W","Shamsuddin, Rittika",,,,,CS,4341,502,11,17,4,8,4,3,,7,,,,,1,,,,,,4,ewb160130,eric becker
"Khan, Ziaullah","Ghosh, Smita",,,,,CS,4347,501,29,9,4,9,4,3,2,3,,,,,,,,,,,0,kkhan,ziaullah khan
"Khan, Ziaullah","Ghosh, Smita",,,,,SE,4347,501,6,1,1,1,2,1,,,,,,,,,,,,,0,kkhan,ziaullah khan
"Goodrum, Richard A","Yousefpour, Ashkan","Solanki, Nidhiben M",,,,CS,4348,002,,16,,,20,,,20,,,6,,5,,,,,,0,rag150330,richard goodrum
"Leonardi, Stefano","Solano Cordoba, Miguel S",,,,,MECH,4320,001,7,3,2,2,3,1,1,2,1,,,1,3,,,,,,0,sxl139330,stefano leonardi
"Howell, Michael J",,,,,,CS,2335,502,,9,14,20,11,4,6,1,,1,1,3,,,,,,,4,mjh047000,
"Becker, Eric W",,,,,,CS,5303,001,,25,9,4,,2,,2,,,,,,,,,,,0,ewb160130,eric becker
"Haas, Zygmunt J",,,,,,CS,6301,007,,4,3,2,,1,1,,,,,,,,,,,,0,zjh130030,zygmunt haas
"Bereg, Sergey","Li, Xinyi",,,,,CS,6363,003,,29,17,10,,,,,,,,,,,,,,,0,sxb027100,sergey bereg
"Gupta, Gopal","Shakerin, Farhad",,,,,CS,7301,002,,16,4,3,3,,,,,,,,2,,,,,,1,gupta,gopal gupta
"Gupta, Gopal","Shakerin, Farhad",,,,,SE,7301,002,,5,,,,,,,,,,,1,,,,,,0,gupta,gopal gupta
"Varner, Victor","Peak, Kara",,,,,BMEN,3399,001,8,11,,4,7,2,2,2,,,3,,,,,,,,0,vxv162230,victor varner
"Levene, Stephen","Jang, Jaein",,,,,BMEN,3315,001,,3,1,2,3,6,8,2,1,,,,2,,,,,,3,sdlevene,stephen levene
"Foland, Steven J","Usoro, Joshua",,,,,BMEN,4320,001,,2,1,4,1,1,2,1,,,,,2,,,,,,0,sjf041000,steven foland
"Cole, John",,,,,,CS,1200,015,,25,,,10,1,,,,,,,,,,,,,0,jxc064000,john cole
"Ammanamanchi, Manasvini","Hayenga, Heather N","Hays, Seth A",,,,BMEN,3330,501,4,2,3,1,,,2,,1,,,,,,,,,,0,hnh130330,heather hayenga
"Vogel, Don G",,,,,,CS,1136,118,29,3,2,3,4,4,1,2,2,,2,,6,,,,,,3,dgv130030,don vogel
"Vogel, Don G",,,,,,CS,1136,116,29,8,,1,1,,1,1,,,,,4,,,,,,2,dgv130030,don vogel
"Vogel, Don G",,,,,,CS,1136,117,23,4,5,2,6,,2,,1,,,,4,,,,,,0,dgv130030,don vogel
"Becker, Eric W",,,,,,CS,3162,051,21,7,6,2,2,,,,,,,,,,,,,,1,ewb160130,eric becker
"Debroy, Vidroha",,,,,,SE,3162,551,14,3,1,,1,1,1,,,,,,,,,,,,0,vxd024000,vidroha debroy
"Bennett, Terrell R",,,,,,ECSC,2100,001,,20,3,5,2,,1,,,,,,,,,,,,1,trb052000,terrell bennett
"Lewis, Racine N",,,,,,ECS,1100,021,23,10,9,4,,,,1,,,,,2,,,,,,0,rnr130230,
"Brown, Joshua",,,,,,ECS,1100,022,23,3,6,2,3,2,,1,1,,,1,4,,,,,,1,jxb165130,
"Choi, Wonjae","LeClear, Johnathon D",,,,,MECH,7392,501,,14,11,1,2,3,,,,,,,,,,,,,0,wxc111930,wonjae choi
