Subject,Catalog Number,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W Total,CR,I,NC,P,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,instructor_id,instructor_name_normalized
IMS,4373,501,,2,8,3,3,3,1,,,,,,,0,,,,,"Lee, Seunghyun","Lee, Minjung",,,,,sxl029100,seunghyun lee
CS,4141,104,16,,,,2,,1,,1,,,,,0,,,,,"Becker, Eric W","Shah, Trusit Sandipbhai","Adebiyi, Abdulmateen A",,,,ewb160130,eric becker
ATCM,4330,001,,,5,6,6,2,,1,,,,,,0,,,,,"Cooley, Heidi",,,,,,hxc176430,heidi cooley
ATCM,4305,001,,20,,,,,,,,,,,,0,,,,,"Hall, Phillip",,,,,,pxh151330,phillip hall
CS,6360,MS1,,13,4,1,,,,1,,,,,1,0,,,,,"Raghavachari, Balaji",,,,,,rbk,balaji raghavachari
ENGR,2300,HON,3,2,,6,4,,1,1,1,,1,,1,0,,,,,"Busso Recabarren, Carlos A","Huliyar Sridhara Murthy, Kusha Sridhar",,,,,cxb093000,carlos busso recabarren
EE,3150,103,1,5,3,2,3,1,,,2,,2,,1,0,,,,,"Ahmed, Shaheen","Taherkhani, Nima",,,,,sxa176730,shaheen ahmed
OPRE,4320,001,,1,3,3,5,2,2,3,1,,,,,0,,,,,"Subramoniam, Ramesh","Musale, Vaibhav Vijay",,,,,rxs179630,ramesh subramoniam
ACCT,6384,SH1,,9,6,4,1,,,,,,,,,0,,,,,"Kromer, Jeffrey",,,,,,jrk013000,jeffrey kromer
BUAN,6357,003,,6,6,4,3,1,,,,,,,,0,,,,,"Chatterjee, Sourav","Mittal, Piyush",,,,,sxc180075,sourav chatterjee
CS,4141,103,19,,,,,,,,,,,,1,0,,,,,"Becker, Eric W","Adebiyi, Abdulmateen A","Shah, Trusit Sandipbhai",,,,ewb160130,eric becker
MECH,3115,101,8,12,,,,,,,,,,,,0,,,,,"Ouyang, Hui","LeClear, Johnathon D","Nikfarjam, Hamed",,,,hxo150330,hui ouyang
MECH,3115,106,9,7,3,1,,,,,,,,,,0,,,,,"Ouyang, Hui","LeClear, Johnathon D",,,,,hxo150330,hui ouyang
CS,4141,HON,18,2,,,,,,,,,,,,0,,,,,"Page, Ivor","Adebiyi, Abdulmateen A",,,,,ivor,ivor page
OPRE,6370,501,,15,3,1,,1,,,,,,,,0,,,,,"Sabri, Ehap H","Khandelwal, Kumar Manglam",,,,,exs055000,ehap sabri
THEA,2350,001,17,1,1,1,,,,,,,,,,0,,,,,"Sanders, Christine",,,,,,cxs180032,christine sanders
PHYS,2126,601,4,8,2,2,1,2,,,,,,,1,0,,,,,"Macalevey, Paul J","Frazier, Gary A","Kakani, Vivek M",,,,paulmac,paul macalevey
MECH,3115,103,14,2,4,,,,,,,,,,,0,,,,,"Ouyang, Hui","LeClear, Sani",,,,,hxo150330,hui ouyang
JAPN,1312,002,3,5,10,2,,,,,,,,,,0,,,,,"Allred, Michael K",,,,,,mka170830,michael allred
CS,4141,106,17,1,,,,,1,1,,,,,,0,,,,,"Becker, Eric W","Adebiyi, Abdulmateen A","Shah, Trusit Sandipbhai",,,,ewb160130,eric becker
BMEN,6373,001,,12,3,3,2,,,,,,,,,0,,,,,"Case, Allison B","Hays, Seth A",,,,,abc130530,allison case
MECH,3115,104,13,1,2,3,1,,,,,,,,,0,,,,,"Ouyang, Hui","LeClear, Sani",,,,,hxo150330,hui ouyang
MIS,6319,0W1,,9,,,11,,,,,,,,,0,,,,,"Thompson, Luell O",,,,,,lot013000,luell thompson
CLDP,3310,501,,10,2,6,2,,,,,,,,,0,,,,,"Bonner, Deborah L","Fowler, Mariah L",,,,,dbonner,deborah bonner
SE,6362,MS1,,6,3,2,3,1,2,1,,,,,2,0,,,,,"Paulk, Mark C",,,,,,mcp130030,mark paulk
FIN,3380,002,1,2,6,2,4,,3,1,,,,,1,0,,,,,"Gurun, Ayfer",,,,,,axg119030,ayfer gurun
SYSM,6311,SS1,,18,1,1,,,,,,,,,,0,,,,,"Szot, James",,,,,,,james szot
BIOL,6V02,001,,,,,,,,,,,,,,0,,,,21,"Kim, Jung-Whan",,,,,,jxk132330,jung whan kim
CE,1202,305,,,,,,,,,,,,,,0,,,,,"Cogan, Diana L","Shreedhar Bhat, Gautam","Du, Lixiong","Vankayalapati, Bhanu Teja","Mohamed, Ahmed M",,dcc095020,diana cogan
EE,1202,301,,,,,,,,,,,,,,0,,,,,"Cogan, Diana L","Shreedhar Bhat, Gautam","Du, Lixiong","Vankayalapati, Bhanu Teja","Chen, Pengyuan",,dcc095020,diana cogan
BUAN,6V99,001,,10,1,5,1,,,,,,,,,0,,,,,"Khan, Ziaullah","Sandilya, Nimish K",,,,,kkhan,ziaullah khan
BIS,3320,004,,4,,3,2,1,2,1,2,,1,,1,4,,,,,"Pogue, Neall W",,,,,,nxp174730,neall pogue
CS,6374,001,,11,4,2,,,1,,,,,,1,1,,1,,,"Gupta, Gopal","Salazar, Elmer E",,,,,gupta,gopal gupta
CS,6366,001,,12,3,2,,1,,,,,,,1,2,,,,,"Guo, Xiaohu","Wang, Yeqi",,,,,xxg061000,xiaohu guo
CS,4384,HON,8,3,2,2,1,3,,,,,1,,,1,,,,,"Pervin, William J",,,,,,pervin,william pervin
HIST,3324,001,,6,5,7,1,1,,,,,,,,1,,,,,"Wilson, Michael",,,,,,mwilson,michael wilson
ED,4353,001,7,5,3,2,,1,,,2,,,,,0,,1,,,"Ahmed, Emelia",,,,,,eea190000,emelia ahmed
PSY,3393,502,,16,2,,,,,1,1,,,,,0,,1,,,"Tillman, Gail D","Mizener, Brendon J",,,,,gtillman,gail tillman
SOC,4385,HN1,5,14,1,,,,,,,,,,,1,,,,,"Kim, Dohyeong",,,,,,dxk132530,dohyeong kim
COMM,1311,0W5,4,4,1,4,2,1,,1,1,1,,1,,1,,,,,"Honea, Emily",,,,,,exh150830,emily honea
PHYS,2125,609,7,6,1,2,3,,,,,,,,1,1,,,,,"Sun, Kuei","Rady, Nader",,,,,kxs147030,kuei sun
BIOL,3380,308,,,2,2,1,2,3,4,3,,1,1,1,1,,,,,"Pan, Jing","Groover, Isaac A",,,,,jxp134330,jing pan
ED,4357,002,,11,6,1,1,,,,,,,,1,1,,,,,"Leek, Patricia A",,,,,,santine,patricia leek
MIS,6346,502,,3,2,4,4,5,1,1,,,,,,1,,,,,"Smashnov, Uri","Tripathi, Aarohi",,,,,uxs051000,uri smashnov
COMM,1311,0W6,2,3,3,2,2,4,1,,,,,,3,1,,,,,"Honea, Emily",,,,,,exh150830,emily honea
PSCI,4396,HN1,5,14,2,,,,,,,,,,,0,,,,,"Roetzel, Natalie J",,,,,,njr120030,natalie roetzel
BPS,6310,501,,15,1,1,3,,,1,,,,,,0,,,,,"Carraher, Shawn M",,,,,,smc130730,shawn carraher
ATCM,4337,001,3,6,8,1,,,1,1,,,,,1,0,,,,,"Nazir, Cassini",,,,,,cassini,cassini nazir
BIOL,3380,301,2,6,5,3,,1,1,1,1,,1,,,0,,,,,"Pan, Jing","Groover, Isaac A",,,,,jxp134330,jing pan
IMS,6351,GS1,,18,3,,,,,,,,,,,0,,,,,"Foster Brady, Pamela",,,,,,,pamela foster brady
FIN,3305,001,5,2,,4,4,,2,1,1,2,,,,0,,,,,"DeCourcy, George A",,,,,,gad075000,george decourcy
BUAN,6356,002,,11,5,3,1,1,,,,,,,,0,,,,,"Parker, Jason A","Mathur, Nitish",,,,,jap090020,jason parker
PA,3378,001,1,9,1,4,4,2,,,,,,,,0,,,,,"Gorina, Evgenia","Rabbi, Md. Fazle",,,,,exg131830,evgenia gorina
MECH,4381,001,,6,5,2,4,3,,1,,,,,,0,,,,,"Hart, Robert A","Gravell, Jamie D","Koeln, Justin P",,,,rxh124630,robert hart
SMED,5302,501,,20,1,,,,,,,,,,,0,,,,,"Hennessy, Emily T",,,,,,eft031000,emily hennessy
FIN,6310,501,,7,6,6,1,,,,,,,,1,0,,,,,"Khanapure, Revansiddha B","Hong, Yuan",,,,,rbk160130,revansiddha khanapure
PA,6320,501,,20,1,,,,,,,,,,,0,,,,,"McCaskill, John R",,,,,,jrm094020,john mccaskill
HIST,4376,001,,6,10,1,1,1,1,1,,,,,,0,,,,,"Admiral, Rosemary",,,,,,rxa170011,rosemary admiral
EECT,6325,001,,5,7,6,3,,,,,,,,,0,,,,,"Friedman, Joseph S","Hu, Xuan",,,,,jsf160330,joseph friedman
MIS,6383,501,,9,10,1,,1,,,,,,,,0,,,,,"Narayan, Ravishankar L","Banda, Sanjana",,,,,rln130030,ravishankar narayan
ATCM,3330,002,,2,1,5,5,2,3,1,1,,1,,,0,,,,,"Nielsen, Christina R",,,,,,crn022000,christina nielsen
BIOL,3380,302,1,2,4,2,2,3,2,2,2,1,,,,0,,,,,"Rippel, Scott A","Tiruchendurai Suryan, Saai Anugraha",,,,,rippel,scott rippel
GISC,4326,001,2,2,5,1,2,,2,3,1,1,1,1,,0,,,,,"Chun, Yongwan","Yu, Xiaohe",,,,,yxc070300,yongwan chun
ED,4351,001,9,7,4,,,,,,,,1,,,0,,,,,"Davis, Renee",,,,,,rrd160530,renee davis
BUAN,6356,502,,12,3,4,2,,,,,,,,,0,,,,,"Ge, Ling","Panthagani, Phanindra",,,,,,ling ge
COMM,1311,5W5,7,7,2,,2,1,,,1,,,,1,0,,,,,"Gregory, Mona Y",,,,,,myg140030,mona gregory
CS,6322,001,,18,2,,1,,,,,,,,,0,,,,,"Harabagiu, Sanda M","Maldonado, Ramon Manuel Martinez",,,,,sanda,sanda harabagiu
COMM,1311,5W4,2,5,1,2,1,3,1,1,,1,,,4,0,,,,,"Baynham, Karen M",,,,,,contemp,karen baynham
MKT,6337,003,,5,4,9,3,,,,,,,,,0,,,,,"Murthi, B P","Kamatham, Sriharsha",,,,,murthi,b murthi
IMS,3100,001,2,7,5,3,1,,2,,1,,,,,0,,,,,"Sluder, Jeanne",,,,,,jis081000,jeanne sluder
EE,3301,001,,7,,,4,1,2,3,,,1,,3,0,,,,,"Helms, Robert","Palit, Prithviraj",,,,,rxh033000,robert helms
MAS,6102,SS1,,,,,,,,,,,,,,0,,,,22,"Powell, Monica S",,,,,,,monica powell
MATH,2418,398,,,,,,,,,,,,,,0,,,,,"Arnold, Maxim",,,,,,mxa149530,maxim arnold
MIS,6326,0W1,,7,4,4,5,,,,,,,,,2,,,,,"Ryu, Young","Kumar, Jitendra",,,,,ryoung,young ryu
LIT,3323,501,,10,,,7,,,1,,,2,,,2,,,,,"Walsh, Dennis P",,,,,,dpw031000,dennis walsh
MATH,2418,HN1,4,3,4,1,4,1,,,1,,,,2,2,,,,,"Arnold, Maxim","Kravetc, Pavel",,,,,mxa149530,maxim arnold
EPPS,6316,501,,8,4,3,5,1,,,,,,,,0,,1,,,"D'Orazio, Vito","Kingsolver, Austin W",,,,,vxd152030,vito dorazio
NATS,3341,001,5,8,4,,1,1,,,,,,,2,1,,,,,"Dingrando, Laurel P","Martin, Jody",,,,,lpd015000,laurel dingrando
COMM,1311,0W3,1,14,2,1,1,2,,,,,,,,1,,,,,"Templeton, Allison A",,,,,,aam141730,allison templeton
BIOL,2281,308,9,5,2,2,3,,,,,,,,,1,,,,,"Hill, Brenna R","Buyukkahraman, Gozde",,,,,brh140230,brenna hill
BIOL,3380,307,,2,6,3,3,2,1,,,,1,1,2,1,,,,,"Rippel, Scott A","Hulyalkar, Neha V",,,,,rippel,scott rippel
STAT,5352,001,,11,4,,3,3,,,,,,,,1,,,,,"Shin, Sunyoung",,,,,,sxs177233,sunyoung shin
CLDP,4308,001,,10,,,7,,,3,,,,,1,1,,,,,"Touchstone, Emily W","Boone, Melissa N",,,,,exw010200,emily touchstone
PSY,3393,002,1,3,8,1,4,4,,,,,,,,1,,,,,"Park, Jiyoung","Himes, Lyndahl M",,,,,jxp176330,jiyoung park
BIOL,2281,301,2,2,5,2,4,2,,2,1,,,1,,1,,,,,"Pickett, Elizabeth A","Easterwood, Shayne",,,,,eaw016100,elizabeth pickett
ED,4359,0W1,2,7,5,1,2,,1,,,1,,,2,1,,,,,"Root, Alexey",,,,,,aroot,alexey root
CLDP,3310,001,,8,6,1,4,,1,1,,,,,,1,,,,,"Nelson Taylor, Jackie A","Villarreal, Deyaun L",,,,,jan110030,jackie nelson taylor
CRWT,3330,001,,3,7,2,2,4,2,,1,,,,,1,,,,,"Vincent, Shelby D",,,,,,sdv034000,shelby vincent
MATH,6311,001,,18,2,1,,,,,,,,,,1,,,,,"Williams, Nathan",,,,,,nxw170830,nathan williams
COMD,7V56,001,,22,,,,,,,,,,,,0,,,,,"Rojas-Villarreal, Raul",,,,,,rxr105520,raul rojas villarreal
BIOL,2281,306,2,4,6,3,3,,1,,3,,,,,0,,,,,"Lin, Wen J","Gadhvi, Jashkaran G",,,,,wenju,wen lin
DANC,2332,001,8,5,2,,2,1,,,1,1,,,2,0,,,,,"Matzke, Sarah",,,,,,,sarah matzke
FILM,3342,501,,3,1,2,5,2,4,2,2,,,,1,0,,,,,"Petty, John E",,,,,,jep140330,john petty
CE,4389,003,,12,2,8,,,,,,,,,,0,,,,,"Tacca, Marco",,,,,,mtacca,marco tacca
ACN,6342,0W1,,13,5,1,1,,1,,,,,,1,0,,,,,"Orrick, Erika D",,,,,,edo042000,erika orrick
COMM,1311,0W1,5,5,4,,2,1,3,,,1,,,1,0,,,,,"Baynham, Karen M",,,,,,contemp,karen baynham
FIN,6335,501,,20,2,,,,,,,,,,,0,,,,,"Sibley, Daniel C",,,,,,dcs170002,daniel sibley
MECO,6303,PS1,,4,1,1,10,3,,3,,,,,,0,,,,,"Lewin, Peter","Ogunjobi, Olufunke A",,,,,plewin,peter lewin
BIOL,3380,303,,1,12,2,2,2,,,1,,1,,1,0,,,,,"Rippel, Scott A","Tiruchendurai Suryan, Saai Anugraha",,,,,rippel,scott rippel
ACN,7343,001,,14,,2,5,,,,,,,,1,0,,,,,"Thompson, Lucien",,,,,,tres,lucien thompson
BIOL,3380,306,1,3,8,2,4,3,,,,,,,1,0,,,,,"Bian, Fang","Thomas-Jardin, Shayna E",,,,,fxb180003,fang bian
HMGT,6340,501,,14,5,2,1,,,,,,,,,0,,,,,"Berrett, Britt R","Janakiraman, Sreenath",,,,,brb051000,britt berrett
BIOL,3380,305,2,2,6,4,1,1,4,1,1,,,,,0,,,,,"Pan, Jing","Thomas-Jardin, Shayna E",,,,,jxp134330,jing pan
ATCM,3337,501,1,6,7,7,,,,,,,,,1,0,,,,,"Nazir, Cassini",,,,,,cassini,cassini nazir
ACCT,6382,501,,10,7,4,1,,,,,,,,,0,,,,,"Mauriello, Joseph A","Braughton, Caleb M","Wong, Angie M",,,,jam151430,joseph mauriello
ED,3314,501,6,3,2,2,7,,,1,1,,,,,0,,,,,"Fagg, Sharon",,,,,,sxf044000,sharon fagg
BIOL,2281,302,4,5,5,1,2,2,,1,2,,,,,0,,,,,"Pickett, Elizabeth A","Moore, Dalton E",,,,,eaw016100,elizabeth pickett
ISIS,3312,001,,3,,,10,2,1,2,,,3,,1,0,,,,,"Wissinger, Tonja",,,,,,twissin,tonja wissinger
COMM,1311,5W2,1,5,2,3,4,3,1,,2,,,,1,0,,,,,"Templeton, Allison A",,,,,,aam141730,allison templeton
BIOL,3380,304,2,3,6,3,2,2,,1,,1,,,2,0,,,,,"Pan, Jing","Hulyalkar, Neha V",,,,,jxp134330,jing pan
BIOL,4380,302,,7,2,4,5,2,1,1,,,,,,0,,,,,"Borovkov, Irina G","Nowak, Chance M","Brathaban, Nivetha",,,,ixb053000,irina borovkov
ATCM,3335,001,4,1,4,1,1,3,2,2,,1,,,3,0,,,,,"Kane, Simon A",,,,,,sak043000,simon kane
GEOG,3331,501,1,7,2,5,4,3,,,,,,,,0,,,,,"Vakulenko, Irina","Venigalla, Lasya",,,,,iav081000,irina vakulenko
FIN,6301,AW1,,14,4,3,1,,,,,,,,,0,,,,,"Reichert, Carolyn A",,,,,,carolyn,carolyn reichert
BIOL,4380,305,,4,6,1,4,2,1,1,3,,,,,0,,,,,"Borovkov, Irina G","Wei, Hong",,,,,ixb053000,irina borovkov
ACCT,6305,002,,16,,1,5,,,,,,,,,0,,,,,"Loumioti, Maria","Hou, Liya",,,,,mxl175830,maria loumioti
COMM,1315,0H2,16,3,1,,1,,,,1,,,,,0,,,,,"Saenz, Michael A",,,,,,mas130030,michael saenz
BIOL,2281,312,5,3,5,1,2,2,1,1,,,1,,1,0,,,,,"Pickett, Elizabeth A","Udhayakumar, Bhavatharini",,,,,eaw016100,elizabeth pickett
MECH,3320,001,3,4,3,5,3,1,1,2,,,,,,0,,,,,"Dai, Xianming",,,,,,xxd161630,xianming dai
CS,6301,006,,15,6,,1,,,,,,,,,0,,,,,"Du, Ding Z",,,,,,dxd056000,ding du
OPRE,4310,001,2,3,2,2,6,1,1,,2,,,,3,0,,,,,"Ramanathan, Kannan","Li, Changpei","Chou, Cheng-Chih",,,,kxr087000,kannan ramanathan
ATCM,2300,205,,,,,,,,,,,,,,0,,,,,"Balsamo, Anne","Bell, Elizabeth A","Ramakrishnan, Sharathchandra",,,,axb161831,anne balsamo
MECH,4381,201,,,,,,,,,,,,,,0,,,,,"Hart, Robert A","Gravell, Jamie D",,,,,rxh124630,robert hart
CS,6326,001,,4,,,9,,,,,,,,,0,,1,,,"Cole, John","Shahbazi, Nima",,,,,jxc064000,john cole
CS,1335,001,1,3,,2,3,3,,1,1,,3,,2,4,,,,,"Narayanasami, Priya",,,,,,pxn173330,priya narayanasami
BUAN,6341,501,,7,1,5,4,3,,,,,,,,2,,,,,"Sabir, Muhammad F","Sandilya, Nimish K",,,,,mfs170430,muhammad sabir
MATH,1326,501,1,1,,2,1,,4,2,1,4,1,1,3,2,,,,,"Paudel, Ajaya B",,,,,,abp062000,ajaya paudel
MATH,4362,001,,7,3,,4,3,1,1,1,,,,1,2,,,,,"Turi, Janos",,,,,,turi,janos turi
PSY,3393,001,,13,,,5,,,3,,,,,,1,,,,,"Meltzer, Mitchell A","Zhao, Yuguang",,,,,mam089100,mitchell meltzer
BIOL,2281,311,3,8,3,,,4,1,1,1,,1,,,1,,,,,"Pickett, Elizabeth A","Udhayakumar, Bhavatharini",,,,,eaw016100,elizabeth pickett
ECON,2302,HN1,,10,6,2,2,2,,,,,,,,1,,,,,"Grover, William C","Jeoun, Paul",,,,,wcg071000,william grover
PA,6315,501,,17,5,,,,,,,,,,,0,,1,,,"Harrington, James","Park, Yong Jun",,,,,jxh134630,james harrington
GEOG,2302,001,3,2,,2,2,3,1,2,,,2,1,4,1,,,,,"Cummings, Anthony R","Liau, Yan-Ting",,,,,arc131030,anthony cummings
BIOL,2281,803,2,3,6,3,5,2,,,,1,,,,1,,,,,"Hill, Brenna R","Do, Hung P",,,,,brh140230,brenna hill
MECH,6342,001,,11,6,3,2,,,,,,,,,1,,,,,"Zhang, Jie",,,,,,jxz156730,jie zhang
BIOL,2281,802,1,6,2,2,6,1,2,1,1,,,,,1,,,,,"Mehta, Iti","Saini, Ankur",,,,,ixm121430,iti mehta
MECH,6372,001,,8,2,2,5,3,2,,,,,,,1,,,,,"Leonardi, Stefano",,,,,,sxl139330,stefano leonardi
COMM,1311,5W1,,9,2,3,5,2,1,,,,,,,1,,,,,"Totusek, Patricia F",,,,,,pft140030,patricia totusek
MATH,6302,501,,5,4,4,5,3,,1,,,,,,0,,1,,,"Krawcewicz, Wieslaw Z",,,,,,wzk091000,wieslaw krawcewicz
MKT,4332,001,4,10,,2,4,,,2,,,,,,1,,,,,"Dover, Howard F",,,,,,hfd021000,howard dover
CHEM,2125,107,13,7,2,,,,,,,,,,,1,,,,,"Wijenayake, Sumudu N","Wang, Hanghang",,,,,snw081000,sumudu wijenayake
HIST,4359,002,8,3,2,2,5,,,,,,,,2,1,,,,,"Roemer, Nils H","Valente, Sarah d","Gonzalez Corona, Pedro Jose",,,,nhr061000,nils roemer
FIN,4300,002,4,5,2,1,2,1,2,,2,,1,1,1,1,,,,,"Tang, Xiaoxiao","Han, Munhee",,,,,xxt180003,xiaoxiao tang
PHYS,2125,133,,17,1,1,,,,1,,,,,2,1,,,,,"Sun, Kuei","Mahmud, Mohammad M",,,,,kxs147030,kuei sun
BIOL,2281,313,1,6,4,4,3,3,1,,,,,,,1,,,,,"Lin, Wen J","Saini, Ankur",,,,,wenju,wen lin
ACCT,4337,001,2,3,2,7,2,4,,,2,,,,,1,,,,,"Richards, James R",,,,,,jrr013500,james richards
HMGT,3311,002,,7,3,3,1,,3,2,2,,,,1,1,,,,,"Karnuta, Daniel",,,,,,dxk173030,daniel karnuta
BUAN,6398,0W1,,7,1,1,5,7,,,,,,,1,1,,,,,"Kuo, Ching-Chung","Takasi, Venkanna Dora Goutham",,,,,cxk162830,ching chung kuo
ACCT,6202,CH1,,22,,,1,,,,,,,,,0,,,,,"Sadka, Gil","Chu, Yu Fang","Fan, Zhongwen",,,,gxs143630,gil sadka
CGS,2301,HN1,10,3,6,,1,2,,1,,,,,,0,,,,,"O'Toole, Alice J",,,,,,otoole,alice otoole
CS,4384,002,5,1,2,3,,3,,2,2,3,,1,1,0,,,,,"Malik, Hemant","Wang, Yeqi",,,,,,hemant malik
PSY,4344,001,3,9,2,1,5,,,1,,,,,2,0,,,,,"Ward, Felicia",,,,,,few160030,felicia ward
CHEM,5355,001,,13,,5,1,1,1,2,,,,,,0,,,,,"Zheng, Jie",,,,,,jxz087000,jie zheng
BIOL,2281,305,4,10,4,1,,3,1,,,,,,,0,,,,,"Hill, Brenna R","Xia, Jing",,,,,brh140230,brenna hill
EERF,6395,001,,5,3,4,5,2,2,1,,,,,1,0,,,,,"Lehmann, Randall E","Li, Sen",,,,,rel041000,randall lehmann
PHIL,1301,HN1,,11,7,3,1,,,,1,,,,,0,,,,,"Bambach, Charles",,,,,,cbambach,charles bambach
BIOL,2281,310,3,5,9,2,3,,1,,,,,,,0,,,,,"Mehta, Iti","Ratevosyan, Richard",,,,,ixm121430,iti mehta
MKT,6301,CW1,,23,,,,,,,,,,,,0,,,,,"Munch, James",,,,,,,james munch
PSY,4359,001,1,3,5,1,4,2,3,,,1,1,,2,0,,,,,"Rodrigue, Karen M","Gonen, Chen",,,,,kmr082000,karen rodrigue
MIS,6204,591,,9,2,4,5,,1,,,,,,2,0,,,,,"Hefley, William E","Ozdemir, Dicle Yagmur",,,,,weh150130,william hefley
MECH,2120,105,7,3,5,5,2,,,,,,,,1,0,,,,,"Minary-Jolandan, Majid","Feng, Cheng",,,,,mxm124631,majid minary jolandan
SOC,1301,HN1,5,16,2,,,,,,,,,,,0,,,,,"Skaggs, Sheryl L","Burger, Charis M",,,,,slskaggs,sheryl skaggs
BIOL,2281,801,1,1,7,,4,4,2,,2,1,,,1,0,,,,,"Mehta, Iti","Ratevosyan, Richard",,,,,ixm121430,iti mehta
PSY,3393,003,9,8,5,1,,,,,,,,,,0,,,,,"Schwark, Gayle","Parsons, Julie A",,,,,gxs180015,gayle schwark
BUAN,6357,501,,7,4,6,4,2,,,,,,,,0,,,,,"Chatterjee, Sourav","Mittal, Piyush",,,,,sxc180075,sourav chatterjee
OPRE,6362,0W2,,6,7,3,4,3,,,,,,,,0,,,,,"Alborz, Shawn","Wang, Hao",,,,,sxa063000,shawn alborz
GEOG,3370,501,1,4,4,3,3,2,1,2,,,2,,1,0,,,,,"Vakulenko, Irina","Venigalla, Lasya",,,,,iav081000,irina vakulenko
COMM,1311,501,3,9,4,4,1,1,1,,,,,,,0,,,,,"Skiles, Bradley W",,,,,,bws150030,bradley skiles
BIOL,2281,309,1,5,4,5,2,4,1,1,,,,,,0,,,,,"Lin, Wen J","Xia, Jing",,,,,wenju,wen lin
BIOL,2281,314,2,3,7,5,1,2,,2,1,,,,,0,,,,,"Mehta, Iti","Shashikanth Raj Urs, Karthik Urs Bangalore",,,,,ixm121430,iti mehta
CHEM,2128,HN1,16,6,1,,,,,,,,,,,0,,,,,"Thompson, Christina M","Hernandez, Jayoh A",,,,,cmt120030,christina thompson
BIOL,2281,303,1,1,5,5,3,4,,3,1,,,,,0,,,,,"Pickett, Elizabeth A","Easterwood, Shayne",,,,,eaw016100,elizabeth pickett
ED,4358,0W1,7,6,2,,4,1,,2,,,,,1,0,,,,,"Root, Alexey",,,,,,aroot,alexey root
MIS,6316,0W1,,8,4,4,2,4,,,,,,,1,0,,,,,"Menon, Syam","Kumar, Jitendra",,,,,sxm021300,syam menon
BIOL,3102,005,,2,3,2,4,4,3,4,,1,,,,0,,,,,"Sarcar, Subha N",,,,,,sns064000,subha sarcar
CS,3354,501,,4,4,4,6,4,1,,,,,,,0,,,,,"Christiansen, Michael G","Torabi, Behnam",,,,,mgc013000,michael christiansen
EESC,6352,001,,4,4,9,3,3,,,,,,,,0,,,,,"Minn, Hlaing","Abdelgelil, Mahmoud E",,,,,hxm025000,hlaing minn
BIOL,2281,315,,3,3,4,3,4,,,2,,,,4,0,,,,,"Adams, Hannah M","Moore, Dalton E",,,,,,hannah adams
CHEM,3362,001,,3,2,6,3,,1,1,1,1,3,,2,0,,,,,"Candas, Mehmet","Reitzer, Lawrence","McDill, Parker M","Sudarshan, Sushmita","Daescu, Kelly J","Song, Ming",candas,mehmet candas
ATCM,4395,502,,10,,1,6,,3,1,2,,,,,0,,,,,"Stewart, Michael C","Owens, Samantha L",,,,,mxs128231,michael stewart
BPS,6360,501,,11,5,2,5,,,,,,,,,0,,,,,"Hicks, Jeffrey N",,,,,,jnh061000,jeffrey hicks
BIOL,2281,307,1,4,4,2,6,2,,2,,1,,,1,0,,,,,"Lin, Wen J","Gadhvi, Jashkaran G",,,,,wenju,wen lin
MATH,2414,022,2,1,1,1,1,1,3,6,2,1,,1,3,0,,,,,"Rice, David",,,,,,dxr143630,david rice
BMEN,3399,002,3,2,3,1,,,2,4,2,1,1,1,3,0,,,,,"Meyer, Clark A","Rabe, Kaitlin G",,,,,cam140130,clark meyer
CHEM,2125,112,14,,8,,1,,,,,,,,,0,,,,,"Tran, Daniel N","Tajik Asl, Masoumeh",,,,,dnt019000,daniel tran
MECH,2120,104,2,5,12,3,1,,,,,,,,,0,,,,,"Minary-Jolandan, Majid","Cao, Dongyang",,,,,mxm124631,majid minary jolandan
BIOL,4380,303,,4,3,6,4,,1,2,1,1,,,1,0,,,,,"Borovkov, Irina G","Devaki, Bharath",,,,,ixb053000,irina borovkov
IMS,6204,PS1,,6,1,8,5,2,1,,,,,,,0,,,,,"Dalgic, Tevfik",,,,,,tdalgic,tevfik dalgic
BIOL,2281,304,5,2,4,1,6,2,1,,1,1,,,,0,,,,,"Lin, Wen J","Buyukkahraman, Gozde",,,,,wenju,wen lin
BIOL,3520,001,,,,,,,,,,,,,,0,,,,,"Mehta, Iti",,,,,,ixm121430,iti mehta
MATH,2419,398,,,,,,,,,,,,,,0,,,,,"Ramakrishna, Viswanath",,,,,,vish,viswanath ramakrishna
MATH,2413,320,,,,,,,,,,,,,,0,,,,,"Alvarado, Iris",,,,,,ila180000,iris alvarado
MATH,2419,314,,,,,,,,,,,,,,0,,,,,"Eydelzon, Anatoly",,,,,,axe031000,anatoly eydelzon
ATCM,2300,203,,,,,,,,,,,,,,0,,,,,"Balsamo, Anne","Bell, Elizabeth A","Paiva Homsi, Murilo",,,,axb161831,anne balsamo
EE,1202,003,2,4,1,1,2,2,2,1,1,,1,,3,4,,,,,"Cogan, Diana L",,,,,,dcc095020,diana cogan
PSY,3393,004,,15,,1,3,,,,,,2,,,3,,,,,"Dowling, Walter J","Gunal, Mehmet",,,,,jdowling,walter dowling
ATCM,4397,001,,14,,,8,,,,,,,,,0,,,,,"Lester, Paul",,,,,,pxl152030,paul lester
